ReturnKey;ReturnDate;OrderDate;SalesOrderNumber;CustomerKey;ProductKey;ReturnQuantity;UnitPrice;ReturnAmount
1816;19/09/2013;29/08/2013;SO65174;678;517;4;31,584;126,336
1817;08/09/2013;29/08/2013;SO65175;644;583;4;1020,594;4082,376
1818;09/09/2013;29/08/2013;SO65237;72;545;4;24,294;97,176
1819;20/10/2013;29/09/2013;SO67279;331;601;4;32,394;129,576
1820;09/10/2013;29/09/2013;SO67280;670;376;4;1466,010;5864,040
1821;13/10/2013;29/09/2013;SO67287;491;408;4;72,162;288,648
1822;17/10/2013;29/09/2013;SO67316;496;488;4;32,394;129,576
1823;20/10/2013;29/09/2013;SO67327;660;231;4;29,994;119,976
1824;06/11/2013;29/10/2013;SO69393;18;309;4;818,700;3274,800
1825;07/11/2013;29/10/2013;SO69412;328;234;4;29,994;119,976
1826;09/11/2013;29/10/2013;SO69442;233;558;4;242,994;971,976
1827;06/11/2013;29/10/2013;SO69455;280;491;4;32,394;129,576
1828;06/11/2013;29/10/2013;SO69462;540;606;4;323,994;1295,976
1829;05/11/2013;29/10/2013;SO69466;167;234;4;29,994;119,976
1830;10/11/2013;29/10/2013;SO69471;697;309;4;818,700;3274,800
1831;14/11/2013;29/10/2013;SO69532;312;483;4;72,000;288,000
1832;14/11/2013;29/10/2013;SO69536;435;552;4;54,894;219,576
1833;09/12/2013;29/11/2013;SO71812;293;552;4;54,894;219,576
1834;11/12/2013;29/11/2013;SO71816;295;225;4;5,394;21,576
1835;17/12/2013;29/11/2013;SO71819;197;472;4;38,100;152,400
1836;13/12/2013;29/11/2013;SO71866;627;496;4;602,346;2409,384
1837;14/12/2013;29/11/2013;SO71952;490;306;4;809,760;3239,040
1838;20/12/2013;29/11/2013;SO71952;490;295;4;818,700;3274,800
1839;19/05/2013;30/04/2013;SO57176;401;225;4;5,394;21,576
1840;15/09/2013;29/08/2013;SO65256;438;481;4;5,394;21,576
1841;12/11/2012;28/10/2012;SO50316;401;458;4;44,994;179,976
1842;10/02/2013;28/01/2013;SO51826;693;494;4;602,346;2409,384
1843;15/05/2013;30/04/2013;SO57036;43;309;4;818,700;3274,800
1844;21/05/2013;30/04/2013;SO57046;650;465;4;14,694;58,776
1845;07/11/2012;28/10/2012;SO50316;401;468;4;22,794;91,176
1846;10/07/2012;30/06/2012;SO48746;506;233;4;28,840;115,362
1847;09/02/2013;28/01/2013;SO51826;693;573;4;1430,442;5721,768
1848;21/05/2013;30/04/2013;SO57036;43;591;4;338,994;1355,976
1849;12/07/2012;30/06/2012;SO48746;506;399;4;33,775;135,098
1850;19/05/2013;30/04/2013;SO57046;650;552;4;54,894;219,576
1851;18/05/2013;30/04/2013;SO57046;650;517;4;31,584;126,336
1852;15/05/2013;30/04/2013;SO57046;650;601;4;32,394;129,576
1853;15/05/2013;30/04/2013;SO57046;650;398;4;26,724;106,896
1854;14/05/2013;30/04/2013;SO57046;650;543;4;37,254;149,016
1855;16/06/2013;30/05/2013;SO58946;672;554;4;54,942;219,768
1856;11/06/2013;30/05/2013;SO58946;672;492;4;602,346;2409,384
1857;07/02/2012;29/01/2012;SO46966;43;412;4;180,129;720,516
1858;12/03/2011;01/03/2011;SO44086;678;351;4;2024,994;8099,976
1859;12/05/2011;01/05/2011;SO44492;697;350;4;2024,994;8099,976
1860;08/05/2011;01/05/2011;SO44496;191;315;4;874,794;3499,176
1861;13/05/2011;01/05/2011;SO44502;36;317;4;874,794;3499,176
1862;19/05/2011;01/05/2011;SO44525;569;342;4;419,459;1677,836
1863;17/06/2011;31/05/2011;SO44752;114;315;4;874,794;3499,176
1864;15/06/2011;31/05/2011;SO44757;581;345;4;2039,994;8159,976
1865;17/07/2011;01/07/2011;SO45064;506;346;4;2039,994;8159,976
1866;12/07/2011;01/07/2011;SO45070;166;342;4;419,459;1677,836
1867;08/08/2011;01/08/2011;SO45289;99;350;4;2024,994;8099,976
1868;10/08/2011;01/08/2011;SO45323;84;315;4;874,794;3499,176
1869;05/09/2011;29/08/2011;SO45524;118;345;4;2039,994;8159,976
1870;17/09/2011;29/08/2011;SO45540;567;344;4;2039,994;8159,976
1871;18/10/2011;29/09/2011;SO45781;227;316;4;874,794;3499,176
1872;06/11/2011;29/10/2011;SO46032;697;346;4;2039,994;8159,976
1873;14/11/2011;29/10/2011;SO46066;346;349;4;2024,994;8099,976
1874;16/11/2011;29/10/2011;SO46076;167;310;4;2146,962;8587,848
1875;17/12/2011;29/11/2011;SO46346;180;347;4;849,998;3399,990
1876;14/12/2011;29/11/2011;SO46358;579;314;4;2146,962;8587,848
1877;18/01/2012;29/12/2011;SO46616;514;335;4;469,794;1879,176
1878;18/01/2012;29/12/2011;SO46671;523;375;4;1308,938;5235,750
1879;15/02/2012;29/01/2012;SO46959;533;339;4;469,794;1879,176
1880;12/02/2012;29/01/2012;SO46992;97;335;4;469,794;1879,176
1881;13/02/2012;29/01/2012;SO46995;62;329;4;469,794;1879,176
1882;07/02/2012;29/01/2012;SO47042;566;367;4;647,994;2591,976
1883;12/03/2012;29/02/2012;SO47354;173;377;4;1308,938;5235,750
1884;07/04/2012;30/03/2012;SO47668;299;375;4;1308,938;5235,750
1885;06/04/2012;30/03/2012;SO47700;184;365;4;647,994;2591,976
1886;17/05/2012;30/04/2012;SO47988;533;375;4;1308,938;5235,750
1887;08/07/2012;30/06/2012;SO48775;203;329;4;469,794;1879,176
1888;08/08/2012;31/07/2012;SO49076;167;329;4;469,794;1879,176
1889;12/09/2012;28/08/2012;SO49502;418;377;4;1308,938;5235,750
1890;17/10/2012;28/09/2012;SO49821;4;323;4;469,794;1879,176
1891;06/11/2012;28/10/2012;SO50204;533;379;4;1308,938;5235,750
1892;15/11/2012;28/10/2012;SO50214;258;371;4;1308,938;5235,750
1893;09/11/2012;28/10/2012;SO50243;540;325;4;469,794;1879,176
1894;14/11/2012;28/10/2012;SO50265;479;370;4;1466,010;5864,040
1895;14/12/2012;28/11/2012;SO50683;72;323;4;469,794;1879,176
1896;11/12/2012;28/11/2012;SO50745;61;365;4;647,994;2591,976
1897;12/01/2013;28/12/2012;SO51122;4;382;4;672,294;2689,176
1898;12/01/2013;28/12/2012;SO51157;414;353;4;1391,994;5567,976
1899;13/02/2013;28/01/2013;SO51783;697;597;4;323,994;1295,976
1900;12/02/2013;28/01/2013;SO51822;546;596;4;323,994;1295,976
1901;08/02/2013;28/01/2013;SO51832;352;363;4;1376,994;5507,976
1902;09/03/2013;28/02/2013;SO53528;190;597;4;323,994;1295,976
1903;13/04/2013;30/03/2013;SO55264;491;374;4;1466,010;5864,040
1904;13/04/2013;30/03/2013;SO55287;119;599;4;323,994;1295,976
1905;20/05/2013;30/04/2013;SO57034;328;384;4;672,294;2689,176
1906;19/05/2013;30/04/2013;SO57137;309;363;4;1376,994;5507,976
1907;09/05/2013;30/04/2013;SO57162;476;353;4;1391,994;5567,976
1908;08/05/2013;30/04/2013;SO57186;546;599;4;323,994;1295,976
1909;15/06/2013;30/05/2013;SO58930;497;353;4;1391,994;5567,976
1910;16/06/2013;30/05/2013;SO58940;293;361;4;1376,994;5507,976
1911;20/06/2013;30/05/2013;SO59012;539;577;4;728,910;2915,640
1912;19/08/2013;31/07/2013;SO63201;328;584;4;323,994;1295,976
1913;11/08/2013;31/07/2013;SO63246;45;384;4;672,294;2689,176
1914;21/08/2013;31/07/2013;SO63288;563;570;4;445,410;1781,640
1915;18/09/2013;29/08/2013;SO65209;187;361;4;1376,994;5507,976
1916;16/09/2013;29/08/2013;SO65248;170;374;4;1466,010;5864,040
1917;18/10/2013;29/09/2013;SO67302;442;353;4;1391,994;5567,976
1918;17/11/2013;29/10/2013;SO69397;64;572;4;445,410;1781,640
1919;07/11/2013;29/10/2013;SO69527;257;382;4;672,294;2689,176
1920;16/12/2013;29/11/2013;SO71782;582;566;4;445,410;1781,640
1921;11/12/2013;29/11/2013;SO71839;611;566;4;445,410;1781,640
1922;10/12/2011;29/11/2011;SO46356;91;315;4;874,794;3499,176
1923;18/12/2011;29/11/2011;SO46356;91;319;4;874,794;3499,176
1924;15/06/2011;31/05/2011;SO44796;438;342;4;419,459;1677,836
1925;11/12/2011;29/11/2011;SO46356;91;311;4;2146,962;8587,848
1926;19/12/2011;29/11/2011;SO46356;91;310;4;2146,962;8587,848
1927;19/12/2011;29/11/2011;SO46356;91;312;4;2146,962;8587,848
1928;14/05/2013;30/04/2013;SO57046;650;599;4;323,994;1295,976
1929;06/01/2012;29/12/2011;SO46657;496;391;4;88,932;355,728
1930;14/02/2012;29/01/2012;SO47026;476;420;4;141,615;566,460
1931;08/03/2012;29/02/2012;SO47387;293;420;4;141,615;566,460
1932;15/04/2012;30/03/2012;SO47677;475;391;4;88,932;355,728
1933;10/10/2012;28/09/2012;SO49849;506;411;4;125,415;501,660
1934;11/03/2013;28/02/2013;SO53465;678;525;4;158,430;633,720
1935;07/03/2013;28/02/2013;SO53465;678;556;4;105,294;421,176
1936;16/03/2013;28/02/2013;SO53531;187;533;4;149,874;599,496
1937;15/03/2013;28/02/2013;SO53614;21;527;4;158,430;633,720
1938;10/04/2013;30/03/2013;SO55275;245;527;4;158,430;633,720
1939;11/04/2013;30/03/2013;SO55301;414;524;4;158,430;633,720
1940;09/10/2013;29/09/2013;SO67295;245;525;4;158,430;633,720
1941;05/11/2013;29/10/2013;SO69422;650;531;4;149,874;599,496
1942;16/12/2013;29/11/2013;SO71794;678;531;4;149,874;599,496
1943;12/09/2011;29/08/2011;SO45575;54;285;4;178,581;714,323
1944;18/11/2011;29/10/2011;SO46076;167;285;4;178,581;714,323
1945;06/11/2011;29/10/2011;SO46086;84;285;4;178,581;714,323
1946;08/12/2011;29/11/2011;SO46356;91;285;4;178,581;714,323
1947;15/01/2012;29/12/2011;SO46625;475;420;4;141,615;566,460
1948;09/01/2012;29/12/2011;SO46666;234;414;4;149,031;596,124
1949;19/02/2012;29/01/2012;SO46995;62;414;4;149,031;596,124
1950;09/02/2012;29/01/2012;SO47015;444;420;4;141,615;566,460
1951;15/02/2012;29/01/2012;SO47025;666;423;4;165,231;660,924
1952;13/03/2012;29/02/2012;SO47355;24;414;4;149,031;596,124
1953;19/03/2012;29/02/2012;SO47366;155;423;4;165,231;660,924
1954;08/03/2012;29/02/2012;SO47396;586;420;4;141,615;566,460
1955;10/03/2012;29/02/2012;SO47435;75;393;4;137,694;550,776
1956;13/03/2012;29/02/2012;SO47455;170;414;4;149,031;596,124
1957;09/03/2012;29/02/2012;SO47456;490;391;4;88,932;355,728
1958;17/03/2012;29/02/2012;SO47456;490;393;4;137,694;550,776
1959;07/04/2012;30/03/2012;SO47685;594;411;4;125,415;501,660
1960;08/04/2012;30/03/2012;SO47696;245;396;4;74,838;299,352
1961;16/04/2012;30/03/2012;SO47706;414;420;4;141,615;566,460
1962;12/05/2012;30/04/2012;SO47996;381;393;4;137,694;550,776
1963;18/06/2012;30/05/2012;SO48306;678;391;4;88,932;355,728
1964;10/06/2012;30/05/2012;SO48306;678;420;4;141,615;566,460
1965;10/06/2012;30/05/2012;SO48356;187;396;4;74,838;299,352
1966;13/06/2012;30/05/2012;SO48396;490;393;4;137,694;550,776
1967;16/07/2012;30/06/2012;SO48745;184;420;4;141,615;566,460
1968;09/08/2012;31/07/2012;SO49146;385;420;4;141,615;566,460
1969;14/10/2012;28/09/2012;SO49856;227;414;4;149,031;596,124
1970;14/11/2012;28/10/2012;SO50306;566;393;4;137,694;550,776
1971;10/11/2012;28/10/2012;SO50315;45;414;4;149,031;596,124
1972;06/12/2012;28/11/2012;SO50716;118;420;4;141,615;566,460
1973;06/02/2013;28/01/2013;SO51845;312;532;4;149,874;599,496
1974;10/02/2013;28/01/2013;SO51856;435;532;4;149,874;599,496
1975;10/03/2013;28/02/2013;SO53465;678;603;4;72,894;291,576
1976;11/03/2013;28/02/2013;SO53606;61;532;4;149,874;599,496
1977;20/04/2013;30/03/2013;SO55256;331;603;4;72,894;291,576
1978;10/04/2013;30/03/2013;SO55275;245;532;4;149,874;599,496
1979;15/05/2013;30/04/2013;SO57065;233;531;4;149,874;599,496
1980;11/05/2013;30/04/2013;SO57145;435;556;4;105,294;421,176
1981;15/06/2013;30/05/2013;SO58975;187;532;4;149,874;599,496
1982;17/08/2013;31/07/2013;SO63245;63;531;4;149,874;599,496
1983;14/09/2013;29/08/2013;SO65206;10;532;4;149,874;599,496
1984;19/10/2013;29/09/2013;SO67295;245;603;4;72,894;291,576
1985;14/10/2013;29/09/2013;SO67316;496;603;4;72,894;291,576
1986;07/11/2013;29/10/2013;SO69536;435;532;4;149,874;599,496
1987;06/12/2013;29/11/2013;SO71845;187;531;4;149,874;599,496
1988;18/12/2013;29/11/2013;SO71866;627;603;4;72,894;291,576
1989;13/02/2013;28/01/2013;SO51845;312;524;4;158,430;633,720
1990;10/03/2013;28/02/2013;SO53465;678;524;4;158,430;633,720
1991;10/03/2013;28/02/2013;SO53536;118;551;4;158,430;633,720
1992;07/05/2013;30/04/2013;SO57046;650;551;4;158,430;633,720
1993;12/05/2013;30/04/2013;SO57046;650;524;4;158,430;633,720
1994;12/05/2013;30/04/2013;SO57065;233;551;4;158,430;633,720
1995;17/05/2013;30/04/2013;SO57186;546;524;4;158,430;633,720
1996;18/07/2013;30/06/2013;SO61196;245;524;4;158,430;633,720
1997;19/09/2013;29/08/2013;SO65235;685;524;4;158,430;633,720
1998;19/09/2013;29/08/2013;SO65315;21;524;4;158,430;633,720
1999;14/10/2013;29/09/2013;SO67295;245;527;4;158,430;633,720
2000;15/10/2013;29/09/2013;SO67295;245;524;4;158,430;633,720
2001;17/10/2013;29/09/2013;SO67316;496;551;4;158,430;633,720
2002;11/01/2011;29/12/2010;SO43689;166;334;4;419,459;1677,836
2003;07/02/2011;29/01/2011;SO43904;255;328;4;419,459;1677,836
2004;15/04/2011;31/03/2011;SO44293;618;336;4;419,459;1677,836
2005;14/05/2011;01/05/2011;SO44509;328;328;4;419,459;1677,836
2006;13/11/2011;29/10/2011;SO46049;328;334;4;419,459;1677,836
2007;06/11/2011;29/10/2011;SO46086;84;328;4;419,459;1677,836
2008;20/12/2011;29/11/2011;SO46357;365;332;4;419,459;1677,836
2009;15/12/2011;29/11/2011;SO46387;170;338;4;419,459;1677,836
2010;10/01/2012;29/12/2011;SO46633;594;352;4;1242,852;4971,407
2011;19/01/2012;29/12/2011;SO46640;252;354;4;1242,852;4971,407
2012;10/01/2012;29/12/2011;SO46655;414;354;4;1242,852;4971,407
2013;18/01/2012;29/12/2011;SO46660;166;373;4;1308,938;5235,750
2014;07/02/2012;29/01/2012;SO46997;336;373;4;1308,938;5235,750
2015;10/03/2012;29/02/2012;SO47378;327;352;4;1242,852;4971,407
2016;19/03/2012;29/02/2012;SO47435;75;362;4;1229,459;4917,836
2017;16/04/2012;30/03/2012;SO47693;676;356;4;1242,852;4971,407
2018;08/04/2012;30/03/2012;SO47718;234;327;4;469,794;1879,176
2019;14/05/2012;30/04/2012;SO47967;653;354;4;1242,852;4971,407
2020;16/05/2012;30/04/2012;SO48077;108;373;4;1308,938;5235,750
2021;08/06/2012;30/05/2012;SO48325;418;373;4;1308,938;5235,750
2022;20/06/2012;30/05/2012;SO48333;197;356;4;1242,852;4971,407
2023;14/08/2012;31/07/2012;SO49114;43;356;4;1242,852;4971,407
2024;19/10/2012;28/09/2012;SO49822;676;362;4;1229,459;4917,836
2025;17/10/2012;28/09/2012;SO49836;530;362;4;1229,459;4917,836
2026;05/11/2012;28/10/2012;SO50282;345;358;4;1229,459;4917,836
2027;14/11/2012;28/10/2012;SO50301;385;362;4;1229,459;4917,836
2028;15/12/2012;28/11/2012;SO50698;10;354;4;1242,852;4971,407
2029;17/12/2012;28/11/2012;SO50716;118;358;4;1229,459;4917,836
2030;14/12/2012;28/11/2012;SO50754;438;327;4;469,794;1879,176
2031;10/08/2013;31/07/2013;SO63131;697;590;4;461,694;1846,776
2032;11/09/2013;29/08/2013;SO65245;179;562;4;1430,442;5721,768
2033;07/01/2012;29/12/2011;SO46655;414;362;4;1229,459;4917,836
2034;06/02/2012;29/01/2012;SO47015;444;358;4;1229,459;4917,836
2035;19/02/2012;29/01/2012;SO47065;546;362;4;1229,459;4917,836
2036;08/04/2012;30/03/2012;SO47685;594;362;4;1229,459;4917,836
2037;20/04/2012;30/03/2012;SO47696;245;358;4;1229,459;4917,836
2038;13/04/2012;30/03/2012;SO47726;315;358;4;1229,459;4917,836
2039;18/08/2012;31/07/2012;SO49095;697;362;4;1229,459;4917,836
2040;16/08/2012;31/07/2012;SO49146;385;358;4;1229,459;4917,836
2041;15/09/2012;28/08/2012;SO49495;585;362;4;1229,459;4917,836
2042;05/10/2012;28/09/2012;SO49836;530;358;4;1229,459;4917,836
2043;19/12/2012;28/11/2012;SO50756;585;358;4;1229,459;4917,836
2044;10/02/2012;29/01/2012;SO46986;89;327;4;234,897;939,588
2045;19/05/2012;30/04/2012;SO47995;377;327;4;469,794;1879,176
2046;20/06/2012;30/05/2012;SO48286;277;327;4;469,794;1879,176
2047;10/06/2012;30/05/2012;SO48385;438;327;4;469,794;1879,176
2048;19/07/2012;30/06/2012;SO48775;203;327;4;469,794;1879,176
2049;08/08/2012;31/07/2012;SO49066;426;373;4;1308,938;5235,750
2050;12/08/2012;31/07/2012;SO49076;167;327;4;469,794;1879,176
2051;05/09/2012;28/08/2012;SO49446;216;327;4;469,794;1879,176
2052;09/09/2012;28/08/2012;SO49486;649;327;4;469,794;1879,176
2053;09/09/2012;28/08/2012;SO49496;461;327;4;469,794;1879,176
2054;18/12/2012;28/11/2012;SO50696;579;373;4;1308,938;5235,750
2055;14/12/2012;28/11/2012;SO50705;147;327;4;469,794;1879,176
2056;05/12/2012;28/11/2012;SO50726;170;327;4;469,794;1879,176
2057;19/12/2012;28/11/2012;SO50746;5;327;4;469,794;1879,176
2058;17/01/2013;28/12/2012;SO51106;331;562;4;953,628;3814,512
2059;06/02/2013;28/01/2013;SO51715;43;588;4;461,694;1846,776
2060;18/02/2013;28/01/2013;SO51825;345;588;4;461,694;1846,776
2061;05/02/2013;28/01/2013;SO51826;693;561;4;953,628;3814,512
2062;19/03/2013;28/02/2013;SO53606;61;588;4;461,694;1846,776
2063;20/03/2013;28/02/2013;SO53606;61;590;4;461,694;1846,776
2064;15/04/2013;30/03/2013;SO55256;331;562;4;1430,442;5721,768
2065;16/04/2013;30/03/2013;SO55256;331;563;4;1430,442;5721,768
2066;17/04/2013;30/03/2013;SO55276;205;561;4;1430,442;5721,768
2067;19/05/2013;30/04/2013;SO57135;541;588;4;461,694;1846,776
2068;17/06/2013;30/05/2013;SO58906;149;590;4;461,694;1846,776
2069;15/06/2013;30/05/2013;SO58956;48;562;4;1430,442;5721,768
2070;20/08/2013;31/07/2013;SO63266;352;588;4;461,694;1846,776
2071;12/12/2013;29/11/2013;SO71896;648;590;4;461,694;1846,776
2072;08/05/2011;01/05/2011;SO44525;569;332;4;419,459;1677,836
2073;11/04/2011;31/03/2011;SO44306;423;332;4;419,459;1677,836
2074;08/05/2011;01/05/2011;SO44515;107;328;4;419,459;1677,836
2075;08/08/2011;01/08/2011;SO45275;531;328;4;419,459;1677,836
2076;08/09/2011;29/08/2011;SO45536;273;338;4;419,459;1677,836
2077;20/10/2011;29/09/2011;SO45786;514;334;4;419,459;1677,836
2078;09/10/2011;29/09/2011;SO45795;670;336;4;419,459;1677,836
2079;08/11/2011;29/10/2011;SO46055;527;328;4;419,459;1677,836
2080;17/11/2011;29/10/2011;SO46076;167;338;4;419,459;1677,836
2081;14/11/2011;29/10/2011;SO46086;84;332;4;419,459;1677,836
2082;13/11/2011;29/10/2011;SO46095;342;332;4;419,459;1677,836
2083;10/11/2011;29/10/2011;SO46095;342;328;4;419,459;1677,836
2084;20/12/2011;29/11/2011;SO46355;647;328;4;419,459;1677,836
2085;06/12/2011;29/11/2011;SO46356;91;334;4;419,459;1677,836
2086;16/12/2011;29/11/2011;SO46385;54;328;4;419,459;1677,836
2087;07/01/2012;29/12/2011;SO46625;475;356;4;1242,852;4971,407
2088;14/01/2012;29/12/2011;SO46655;414;356;4;1242,852;4971,407
2089;09/03/2012;29/02/2012;SO47365;678;356;4;1242,852;4971,407
2090;12/03/2012;29/02/2012;SO47396;586;352;4;1242,852;4971,407
2091;14/03/2012;29/02/2012;SO47435;75;356;4;1242,852;4971,407
2092;15/04/2012;30/03/2012;SO47676;437;352;4;1242,852;4971,407
2093;20/04/2012;30/03/2012;SO47696;245;352;4;1242,852;4971,407
2094;07/04/2012;30/03/2012;SO47706;414;352;4;1242,852;4971,407
2095;18/05/2012;30/04/2012;SO48076;642;352;4;1242,852;4971,407
2096;11/06/2012;30/05/2012;SO48375;75;352;4;1242,852;4971,407
2097;10/06/2012;30/05/2012;SO48395;585;356;4;1242,852;4971,407
2098;20/08/2012;31/07/2012;SO49095;697;356;4;1242,852;4971,407
2099;09/11/2012;28/10/2012;SO50195;653;352;4;1242,852;4971,407
2100;06/12/2012;28/11/2012;SO50676;497;356;4;1242,852;4971,407
2101;10/12/2012;28/11/2012;SO50756;585;356;4;1242,852;4971,407
2102;16/03/2012;29/02/2012;SO47396;586;354;4;1242,852;4971,407
2103;08/06/2013;30/05/2013;SO58925;282;563;1;1430,442;1430,442
2104;08/06/2013;30/05/2013;SO58925;282;561;1;1430,442;1430,442
2105;06/06/2013;30/05/2013;SO58955;407;561;1;1430,442;1430,442
2106;10/06/2013;30/05/2013;SO59016;223;561;1;1430,442;1430,442
2107;14/06/2013;30/05/2013;SO59075;179;562;1;1430,442;1430,442
2108;15/09/2013;29/08/2013;SO65245;179;561;1;1430,442;1430,442
2109;12/09/2013;29/08/2013;SO65245;179;563;1;1430,442;1430,442
2110;18/09/2013;29/08/2013;SO65255;163;562;1;1430,442;1430,442
2111;18/09/2013;29/08/2013;SO65255;163;561;1;1430,442;1430,442
2112;06/09/2013;29/08/2013;SO65296;595;561;1;1430,442;1430,442
2113;09/10/2013;29/09/2013;SO67346;451;562;1;1430,442;1430,442
2114;07/11/2013;29/10/2013;SO69565;8;561;1;1430,442;1430,442
2115;06/12/2013;29/11/2013;SO71796;420;562;1;1430,442;1430,442
2116;08/12/2013;29/11/2013;SO71816;295;561;1;1430,442;1430,442
2117;09/12/2013;29/11/2013;SO71866;627;562;1;1430,442;1430,442
2118;12/01/2012;29/12/2011;SO46625;475;362;1;1229,459;1229,459
2119;12/03/2012;29/02/2012;SO47396;586;358;1;1229,459;1229,459
2120;10/04/2012;30/03/2012;SO47706;414;362;1;1229,459;1229,459
2121;08/05/2012;30/04/2012;SO48015;513;358;1;1229,459;1229,459
2122;13/05/2012;30/04/2012;SO48066;385;362;1;1229,459;1229,459
2123;10/06/2012;30/05/2012;SO48306;678;362;1;1229,459;1229,459
2124;12/06/2012;30/05/2012;SO48375;75;358;1;1229,459;1229,459
2125;06/06/2012;30/05/2012;SO48395;585;358;1;1229,459;1229,459
2126;09/06/2012;30/05/2012;SO48396;490;362;1;1229,459;1229,459
2127;18/07/2012;30/06/2012;SO48776;414;362;1;1229,459;1229,459
2128;10/08/2012;31/07/2012;SO49085;653;362;1;1229,459;1229,459
2129;09/08/2012;31/07/2012;SO49105;650;362;1;1229,459;1229,459
2130;19/08/2012;31/07/2012;SO49146;385;362;1;1229,459;1229,459
2131;12/09/2012;28/08/2012;SO49515;490;362;1;1229,459;1229,459
2132;09/10/2012;28/09/2012;SO49855;442;362;1;1229,459;1229,459
2133;13/11/2012;28/10/2012;SO50195;653;362;1;1229,459;1229,459
2134;11/11/2012;28/10/2012;SO50306;566;362;1;1229,459;1229,459
2135;16/02/2013;28/01/2013;SO51845;312;590;1;461,694;461,694
2136;18/03/2013;28/02/2013;SO53536;118;588;1;461,694;461,694
2137;12/07/2013;30/06/2013;SO61185;560;588;1;461,694;461,694
2138;14/08/2013;31/07/2013;SO63215;348;588;1;461,694;461,694
2139;10/09/2013;29/08/2013;SO65155;149;590;1;461,694;461,694
2140;08/09/2013;29/08/2013;SO65155;149;588;1;461,694;461,694
2141;12/09/2013;29/08/2013;SO65195;197;590;1;461,694;461,694
2142;17/09/2013;29/08/2013;SO65235;685;588;1;461,694;461,694
2143;16/12/2013;29/11/2013;SO71806;497;588;1;461,694;461,694
2144;06/12/2013;29/11/2013;SO71806;497;590;1;461,694;461,694
2145;13/04/2012;30/03/2012;SO47716;660;373;1;1308,938;1308,938
2146;13/04/2012;30/03/2012;SO47725;81;373;1;1308,938;1308,938
2147;14/07/2012;30/06/2012;SO48735;670;373;1;1308,938;1308,938
2148;15/07/2012;30/06/2012;SO48775;203;373;1;1308,938;1308,938
2149;14/07/2012;30/06/2012;SO48786;660;373;1;1308,938;1308,938
2150;17/09/2012;28/08/2012;SO49465;579;373;1;1308,938;1308,938
2151;13/09/2012;28/08/2012;SO49476;575;373;1;1308,938;1308,938
2152;13/09/2012;28/08/2012;SO49496;461;373;1;1308,938;1308,938
2153;11/01/2013;28/12/2012;SO51106;331;563;1;953,628;953,628
2154;18/02/2013;28/01/2013;SO51786;138;561;1;953,628;953,628
2155;21/03/2013;28/02/2013;SO53476;186;561;1;953,628;953,628
2156;19/02/2012;29/01/2012;SO46936;210;327;1;234,897;234,897
2157;09/02/2012;29/01/2012;SO46956;198;327;1;234,897;234,897
2158;14/02/2012;29/01/2012;SO46995;62;327;1;234,897;234,897
2159;10/04/2012;30/03/2012;SO47715;292;327;1;469,794;469,794
2160;12/05/2012;30/04/2012;SO47975;558;327;1;469,794;469,794
2161;17/05/2012;30/04/2012;SO48016;97;327;1;469,794;469,794
2162;11/05/2012;30/04/2012;SO48065;79;327;1;469,794;469,794
2163;15/06/2012;30/05/2012;SO48366;674;327;1;469,794;469,794
2164;16/09/2012;28/08/2012;SO49485;155;327;1;469,794;469,794
2165;10/11/2012;28/10/2012;SO50205;259;327;1;469,794;469,794
2166;06/11/2012;28/10/2012;SO50266;77;327;1;469,794;469,794
2167;09/11/2012;28/10/2012;SO50276;135;327;1;469,794;469,794
2168;15/11/2012;28/10/2012;SO50296;313;327;1;469,794;469,794
2169;10/12/2012;28/11/2012;SO50685;156;327;1;469,794;469,794
2170;17/04/2012;30/03/2012;SO47685;594;356;1;1242,852;1242,852
2171;11/04/2012;30/03/2012;SO47706;414;356;1;1242,852;1242,852
2172;11/06/2012;30/05/2012;SO48356;187;356;1;1242,852;1242,852
2173;06/06/2012;30/05/2012;SO48375;75;356;1;1242,852;1242,852
2174;18/06/2012;30/05/2012;SO48396;490;356;1;1242,852;1242,852
2175;11/07/2012;30/06/2012;SO48776;414;356;1;1242,852;1242,852
2176;11/08/2012;31/07/2012;SO49085;653;356;1;1242,852;1242,852
2177;19/12/2012;28/11/2012;SO50745;61;356;1;1242,852;1242,852
2178;15/02/2012;29/01/2012;SO46966;43;352;1;1242,852;1242,852
2179;10/02/2012;29/01/2012;SO47015;444;352;1;1242,852;1242,852
2180;08/06/2012;30/05/2012;SO48356;187;352;1;1242,852;1242,852
2181;18/06/2012;30/05/2012;SO48396;490;352;1;1242,852;1242,852
2182;16/07/2012;30/06/2012;SO48765;7;352;1;1242,852;1242,852
2183;17/08/2012;31/07/2012;SO49085;653;352;1;1242,852;1242,852
2184;11/08/2012;31/07/2012;SO49125;435;352;1;1242,852;1242,852
2185;09/09/2012;28/08/2012;SO49515;490;352;1;1242,852;1242,852
2186;09/09/2012;28/08/2012;SO49516;602;352;1;1242,852;1242,852
2187;18/11/2012;28/10/2012;SO50295;352;352;1;1242,852;1242,852
2188;08/12/2012;28/11/2012;SO50675;327;352;1;1242,852;1242,852
2189;18/05/2012;30/04/2012;SO47996;381;354;1;1242,852;1242,852
2190;07/06/2012;30/05/2012;SO48356;187;354;1;1242,852;1242,852
2191;19/06/2012;30/05/2012;SO48365;368;354;1;1242,852;1242,852
