FinanceKey;Date;OrganizationKey;DepartmentGroupKey;AccountKey;Scenario;Amount
25153;28/08/2012;3;7;83;Actual;43
25154;28/08/2012;3;7;84;Actual;36
25155;28/08/2012;3;7;85;Actual;34
25156;28/08/2012;3;7;87;Actual;180
25157;28/08/2012;3;7;89;Actual;36
25158;28/08/2012;3;7;90;Actual;55
25159;28/08/2012;3;7;91;Actual;-44
25160;28/08/2012;3;7;92;Actual;73
25161;28/08/2012;3;7;94;Actual;18
25162;28/08/2012;11;4;60;Budget;20848,78
25163;28/08/2012;11;4;61;Budget;1246,11
25164;28/08/2012;11;4;62;Budget;1027,21
25165;28/08/2012;11;4;65;Budget;100,29
25166;28/08/2012;11;4;66;Budget;216,37
25167;28/08/2012;11;4;67;Budget;90,63
25168;28/08/2012;11;4;68;Budget;54,02
25169;28/08/2012;11;4;69;Budget;25,49
25170;28/08/2012;11;4;71;Budget;19,91
25171;28/08/2012;11;4;73;Budget;142,22
25172;28/08/2012;11;4;74;Budget;223,69
25173;28/08/2012;11;4;76;Budget;164,78
25174;28/08/2012;11;4;77;Budget;214,69
25175;28/08/2012;11;4;78;Budget;90,64
25176;28/08/2012;11;4;80;Budget;223,82
25177;28/08/2012;11;4;81;Budget;152,68
25178;28/08/2012;11;4;82;Budget;18,2
25179;28/08/2012;11;4;83;Budget;51,32
25180;28/08/2012;11;4;84;Budget;35,13
25181;28/08/2012;11;4;85;Budget;45,77
25182;28/08/2012;11;4;87;Budget;179,66
25183;28/08/2012;11;4;89;Budget;57,94
25184;28/08/2012;11;4;90;Budget;109,72
25185;28/08/2012;11;4;91;Budget;-115,15
25186;28/08/2012;11;4;92;Budget;272
25187;28/08/2012;11;4;94;Budget;48,39
25188;28/08/2012;11;4;60;Actual;13869,1
25189;28/08/2012;11;4;61;Actual;1708,24
25190;28/08/2012;11;4;62;Actual;1139,08
25191;28/08/2012;11;4;65;Actual;156,08
25192;28/08/2012;11;4;66;Actual;142,25
25193;28/08/2012;11;4;67;Actual;70,97
25194;28/08/2012;11;4;68;Actual;53,95
25195;28/08/2012;11;4;69;Actual;16,72
25196;28/08/2012;11;4;71;Actual;23,1
25197;28/08/2012;11;4;73;Actual;97,57
25198;28/08/2012;11;4;74;Actual;202,89
25199;28/08/2012;11;4;76;Actual;110,34
25200;28/08/2012;11;4;77;Actual;197,57
25201;28/08/2012;11;4;78;Actual;67,78
25202;28/08/2012;11;4;80;Actual;238
25203;28/08/2012;11;4;81;Actual;147,57
25204;28/08/2012;11;4;82;Actual;15,65
25205;28/08/2012;11;4;83;Actual;53,95
25206;28/08/2012;11;4;84;Actual;48,63
25207;28/08/2012;11;4;85;Actual;43,31
25208;28/08/2012;11;4;87;Actual;192,25
25209;28/08/2012;11;4;89;Actual;94,38
25210;28/08/2012;11;4;90;Actual;144,38
25211;28/08/2012;11;4;91;Actual;-114,13
25212;28/08/2012;11;4;92;Actual;192,25
25213;28/08/2012;11;4;94;Actual;43,31
25214;28/08/2012;11;3;60;Actual;13742,5
25215;28/08/2012;11;3;61;Actual;1410,36
25216;28/08/2012;11;3;62;Actual;1269,93
25217;28/08/2012;11;3;65;Actual;166,72
25218;28/08/2012;11;3;66;Actual;151,83
25219;28/08/2012;11;3;67;Actual;75,23
25220;28/08/2012;11;3;68;Actual;58,21
25221;28/08/2012;11;3;69;Actual;17,78
25222;28/08/2012;11;3;71;Actual;25,23
25223;28/08/2012;11;3;73;Actual;102,89
25224;28/08/2012;11;3;74;Actual;213,53
25225;28/08/2012;11;3;76;Actual;112,46
25226;28/08/2012;11;3;77;Actual;201,83
25227;28/08/2012;11;3;78;Actual;58,21
25228;28/08/2012;11;3;80;Actual;213,53
25229;28/08/2012;11;3;81;Actual;132,68
25230;28/08/2012;11;3;82;Actual;13,53
25231;28/08/2012;11;3;83;Actual;46,5
25232;28/08/2012;11;3;84;Actual;39,06
25233;28/08/2012;11;3;85;Actual;36,93
25234;28/08/2012;11;3;87;Actual;192,25
25235;28/08/2012;11;3;89;Actual;75,23
25236;28/08/2012;11;3;90;Actual;115,65
25237;28/08/2012;11;3;91;Actual;-90,73
25238;28/08/2012;11;3;92;Actual;153,95
25239;28/08/2012;11;3;94;Actual;39,06
25240;28/08/2012;11;3;60;Budget;9971,79
25241;28/08/2012;11;3;61;Budget;1170,73
25242;28/08/2012;11;3;62;Budget;1738,88
25243;28/08/2012;11;3;65;Budget;210,38
25244;28/08/2012;11;3;66;Budget;95,95
25245;28/08/2012;11;3;67;Budget;61,48
25246;28/08/2012;11;3;68;Budget;71,94
25247;28/08/2012;11;3;69;Budget;26,89
25248;28/08/2012;11;3;71;Budget;22,11
25249;28/08/2012;11;3;73;Budget;72,61
25250;28/08/2012;11;3;74;Budget;272,77
25251;28/08/2012;11;3;76;Budget;146,04
25252;28/08/2012;11;3;77;Budget;152,31
25253;28/08/2012;11;3;78;Budget;53,58
25254;28/08/2012;11;3;80;Budget;238,45
25255;28/08/2012;11;3;81;Budget;127,07
25256;28/08/2012;11;3;82;Budget;16,5
25257;28/08/2012;11;3;83;Budget;44,23
25258;28/08/2012;11;3;84;Budget;46,4
25259;28/08/2012;11;3;85;Budget;21,22
25260;28/08/2012;11;3;87;Budget;211,57
25261;28/08/2012;11;3;89;Budget;92,63
25262;28/08/2012;11;3;90;Budget;170,81
25263;28/08/2012;11;3;91;Budget;-93,13
25264;28/08/2012;11;3;92;Budget;95,71
25265;28/08/2012;11;3;94;Budget;36,51
25266;28/08/2012;11;2;60;Budget;9681,28
25267;28/08/2012;11;2;61;Budget;544,4
25268;28/08/2012;11;2;62;Budget;1290,74
25269;28/08/2012;11;2;65;Budget;162,08
25270;28/08/2012;11;2;66;Budget;111,23
25271;28/08/2012;11;2;67;Budget;92,3
25272;28/08/2012;11;2;68;Budget;26,01
25273;28/08/2012;11;2;69;Budget;22,12
25274;28/08/2012;11;2;71;Budget;15,82
25275;28/08/2012;11;2;73;Budget;48,66
25276;28/08/2012;11;2;74;Budget;196,79
25277;28/08/2012;11;2;76;Budget;69,14
25278;28/08/2012;11;2;77;Budget;121,84
25279;28/08/2012;11;2;78;Budget;60,99
25280;28/08/2012;11;2;80;Budget;244,99
25281;28/08/2012;11;2;81;Budget;143,19
25282;28/08/2012;11;2;82;Budget;15,16
25283;28/08/2012;11;2;83;Budget;51,61
25284;28/08/2012;11;2;84;Budget;41,74
25285;28/08/2012;11;2;85;Budget;42,07
25286;28/08/2012;11;2;87;Budget;187,27
25287;28/08/2012;11;2;89;Budget;38,85
25288;28/08/2012;11;2;90;Budget;113,38
25289;28/08/2012;11;2;91;Budget;-62,23
25290;28/08/2012;11;2;92;Budget;130,71
25291;28/08/2012;11;2;94;Budget;20,33
25292;28/08/2012;11;2;60;Actual;9925,41
25293;28/08/2012;11;2;61;Actual;916,73
25294;28/08/2012;11;2;62;Actual;1018,86
25295;28/08/2012;11;2;65;Actual;136,93
25296;28/08/2012;11;2;66;Actual;124,17
25297;28/08/2012;11;2;67;Actual;61,4
25298;28/08/2012;11;2;68;Actual;47,57
25299;28/08/2012;11;2;69;Actual;14,59
25300;28/08/2012;11;2;71;Actual;22,04
25301;28/08/2012;11;2;73;Actual;81,61
25302;28/08/2012;11;2;74;Actual;225,23
25303;28/08/2012;11;2;76;Actual;86,93
25304;28/08/2012;11;2;77;Actual;156,08
25305;28/08/2012;11;2;78;Actual;46,5
25306;28/08/2012;11;2;80;Actual;163,53
25307;28/08/2012;11;2;81;Actual;101,82
25308;28/08/2012;11;2;82;Actual;10,33
25309;28/08/2012;11;2;83;Actual;35,87
25310;28/08/2012;11;2;84;Actual;30,55
25311;28/08/2012;11;2;85;Actual;28,42
25312;28/08/2012;11;2;87;Actual;144,38
25313;28/08/2012;11;2;89;Actual;58,21
25314;28/08/2012;11;2;90;Actual;89,06
25315;28/08/2012;11;2;91;Actual;-69,45
25316;28/08/2012;11;2;92;Actual;118,85
25317;28/08/2012;11;2;94;Actual;29,48
25318;28/08/2012;6;3;60;Budget;29409,56
25319;28/08/2012;6;3;61;Budget;2570,05
25320;28/08/2012;6;3;62;Budget;2476,68
25321;28/08/2012;6;3;65;Budget;407,06
25322;28/08/2012;6;3;66;Budget;431,03
25323;28/08/2012;6;3;67;Budget;173,82
25324;28/08/2012;6;3;68;Budget;76,33
25325;28/08/2012;6;3;69;Budget;39,68
25326;28/08/2012;6;3;71;Budget;75,5
25327;28/08/2012;6;3;73;Budget;225,14
25328;28/08/2012;6;3;74;Budget;119,46
25329;28/08/2012;6;3;76;Budget;366,51
25330;28/08/2012;6;3;77;Budget;413,99
25331;28/08/2012;6;3;78;Budget;174,14
25332;28/08/2012;6;3;80;Budget;603,74
25333;28/08/2012;6;3;81;Budget;309,2
25334;28/08/2012;6;3;82;Budget;27,14
25335;28/08/2012;6;3;83;Budget;124,51
25336;28/08/2012;6;3;84;Budget;92,89
25337;28/08/2012;6;3;85;Budget;95,25
25338;28/08/2012;6;3;87;Budget;477,04
25339;28/08/2012;6;3;89;Budget;338,57
25340;28/08/2012;6;3;90;Budget;417,61
25341;28/08/2012;6;3;91;Budget;-344,19
25342;28/08/2012;6;3;92;Budget;696,5
25343;28/08/2012;6;3;60;Actual;30391
25344;28/08/2012;6;3;61;Actual;3742
25345;28/08/2012;6;3;62;Actual;2806
25346;28/08/2012;6;3;65;Actual;365
25347;28/08/2012;6;3;66;Actual;332
25348;28/08/2012;6;3;67;Actual;167
25349;28/08/2012;6;3;68;Actual;125
25350;28/08/2012;6;3;69;Actual;37
25351;28/08/2012;6;3;71;Actual;54
25352;28/08/2012;6;3;73;Actual;222
25353;28/08/2012;6;3;74;Actual;188
25354;28/08/2012;6;3;76;Actual;245
25355;28/08/2012;6;3;77;Actual;440
25356;28/08/2012;6;3;78;Actual;128
25357;28/08/2012;6;3;80;Actual;533
25358;28/08/2012;6;3;81;Actual;330
25359;28/08/2012;6;3;82;Actual;35
25360;28/08/2012;6;3;83;Actual;122
25361;28/08/2012;6;3;84;Actual;111
25362;28/08/2012;6;3;85;Actual;97
25363;28/08/2012;6;3;87;Actual;416
25364;28/08/2012;6;3;89;Actual;257
25365;28/08/2012;6;3;90;Actual;396
25366;28/08/2012;6;3;91;Actual;-317
25367;28/08/2012;6;3;92;Actual;528
25368;28/08/2012;6;2;60;Actual;6931
25369;28/08/2012;6;2;61;Actual;568
25370;28/08/2012;6;2;62;Actual;640
25371;28/08/2012;6;2;65;Actual;104
25372;28/08/2012;6;2;66;Actual;94
25373;28/08/2012;6;2;67;Actual;47
25374;28/08/2012;6;2;68;Actual;35
25375;28/08/2012;6;2;69;Actual;10
25376;28/08/2012;6;2;71;Actual;15
25377;28/08/2012;6;2;73;Actual;62
25378;28/08/2012;6;2;74;Actual;172
25379;28/08/2012;6;2;76;Actual;67
25380;28/08/2012;6;2;77;Actual;121
25381;28/08/2012;6;2;78;Actual;41
25382;28/08/2012;6;2;80;Actual;137
25383;28/08/2012;6;2;81;Actual;85
25384;28/08/2012;6;2;82;Actual;8
25385;28/08/2012;6;2;83;Actual;31
25386;28/08/2012;6;2;84;Actual;27
25387;28/08/2012;6;2;85;Actual;25
25388;28/08/2012;6;2;87;Actual;113
25389;28/08/2012;6;2;89;Actual;63
25390;28/08/2012;6;2;90;Actual;97
25391;28/08/2012;6;2;91;Actual;-78
25392;28/08/2012;6;2;92;Actual;129
25393;28/08/2012;6;2;60;Budget;5709,13
25394;28/08/2012;6;2;61;Budget;499,16
25395;28/08/2012;6;2;62;Budget;376,2
25396;28/08/2012;6;2;65;Budget;118,56
25397;28/08/2012;6;2;66;Budget;104,93
25398;28/08/2012;6;2;67;Budget;34,21
25399;28/08/2012;6;2;68;Budget;44,54
25400;28/08/2012;6;2;69;Budget;8,65
25401;28/08/2012;6;2;71;Budget;18,89
25402;28/08/2012;6;2;73;Budget;87,51
25403;28/08/2012;6;2;74;Budget;195,11
25404;28/08/2012;6;2;76;Budget;64,6
25405;28/08/2012;6;2;77;Budget;156,76
25406;28/08/2012;6;2;78;Budget;49,31
25407;28/08/2012;6;2;80;Budget;130,96
25408;28/08/2012;6;2;81;Budget;70,11
25409;28/08/2012;6;2;82;Budget;8
25410;28/08/2012;6;2;83;Budget;26,42
25411;28/08/2012;6;2;84;Budget;37,11
25412;28/08/2012;6;2;85;Budget;27,99
25413;28/08/2012;6;2;87;Budget;104,44
25414;28/08/2012;6;2;89;Budget;33,44
25415;28/08/2012;6;2;90;Budget;98,25
25416;28/08/2012;6;2;91;Budget;-41,38
25417;28/08/2012;6;2;92;Budget;82,9
25418;28/08/2012;6;5;60;Budget;14196,17
25419;28/08/2012;6;5;61;Budget;867,04
25420;28/08/2012;6;5;62;Budget;568,68
25421;28/08/2012;6;5;65;Budget;85,95
25422;28/08/2012;6;5;66;Budget;51,36
25423;28/08/2012;6;5;67;Budget;24,06
25424;28/08/2012;6;5;68;Budget;42,43
25425;28/08/2012;6;5;69;Budget;12,88
25426;28/08/2012;6;5;71;Budget;19,71
25427;28/08/2012;6;5;73;Budget;77,71
25428;28/08/2012;6;5;74;Budget;153,74
25429;28/08/2012;6;5;76;Budget;72,12
25430;28/08/2012;6;5;77;Budget;83,14
25431;28/08/2012;6;5;78;Budget;51,41
25432;28/08/2012;6;5;80;Budget;176,56
25433;28/08/2012;6;5;81;Budget;100,97
25434;28/08/2012;6;5;82;Budget;10,66
25435;28/08/2012;6;5;83;Budget;35,72
25436;28/08/2012;6;5;84;Budget;59,28
25437;28/08/2012;6;5;85;Budget;39,39
25438;28/08/2012;6;5;87;Budget;147,62
25439;28/08/2012;6;5;89;Budget;66,74
25440;28/08/2012;6;5;90;Budget;123,87
25441;28/08/2012;6;5;91;Budget;-145,39
25442;28/08/2012;6;5;92;Budget;205,19
25443;28/08/2012;6;5;60;Actual;10850
25444;28/08/2012;6;5;61;Actual;1224
25445;28/08/2012;6;5;62;Actual;668
25446;28/08/2012;6;5;65;Actual;89
25447;28/08/2012;6;5;66;Actual;81
25448;28/08/2012;6;5;67;Actual;42
25449;28/08/2012;6;5;68;Actual;32
25450;28/08/2012;6;5;69;Actual;9
25451;28/08/2012;6;5;71;Actual;13
25452;28/08/2012;6;5;73;Actual;63
25453;28/08/2012;6;5;74;Actual;123
25454;28/08/2012;6;5;76;Actual;80
25455;28/08/2012;6;5;77;Actual;144
25456;28/08/2012;6;5;78;Actual;53
25457;28/08/2012;6;5;80;Actual;188
25458;28/08/2012;6;5;81;Actual;117
25459;28/08/2012;6;5;82;Actual;12
25460;28/08/2012;6;5;83;Actual;43
25461;28/08/2012;6;5;84;Actual;39
25462;28/08/2012;6;5;85;Actual;34
25463;28/08/2012;6;5;87;Actual;151
25464;28/08/2012;6;5;89;Actual;89
25465;28/08/2012;6;5;90;Actual;136
25466;28/08/2012;6;5;91;Actual;-109
25467;28/08/2012;6;5;92;Actual;182
25468;28/08/2012;6;4;60;Actual;19289
25469;28/08/2012;6;4;61;Actual;2177
25470;28/08/2012;6;4;62;Actual;1782
25471;28/08/2012;6;4;65;Actual;256
25472;28/08/2012;6;4;66;Actual;232
25473;28/08/2012;6;4;67;Actual;118
25474;28/08/2012;6;4;68;Actual;88
25475;28/08/2012;6;4;69;Actual;26
25476;28/08/2012;6;4;71;Actual;39
25477;28/08/2012;6;4;73;Actual;157
25478;28/08/2012;6;4;74;Actual;175
25479;28/08/2012;6;4;76;Actual;176
25480;28/08/2012;6;4;77;Actual;318
25481;28/08/2012;6;4;78;Actual;90
25482;28/08/2012;6;4;80;Actual;346
25483;28/08/2012;6;4;81;Actual;214
25484;28/08/2012;6;4;82;Actual;22
25485;28/08/2012;6;4;83;Actual;75
25486;28/08/2012;6;4;84;Actual;64
25487;28/08/2012;6;4;85;Actual;60
25488;28/08/2012;6;4;87;Actual;302
25489;28/08/2012;6;4;89;Actual;150
25490;28/08/2012;6;4;90;Actual;230
25491;28/08/2012;6;4;91;Actual;-184
25492;28/08/2012;6;4;92;Actual;307
25493;28/08/2012;6;4;60;Budget;19753,58
25494;28/08/2012;6;4;61;Budget;2601,2
25495;28/08/2012;6;4;62;Budget;2436,49
25496;28/08/2012;6;4;65;Budget;236,06
25497;28/08/2012;6;4;66;Budget;226,28
25498;28/08/2012;6;4;67;Budget;68,61
25499;28/08/2012;6;4;68;Budget;63,17
25500;28/08/2012;6;4;69;Budget;30,58
25501;28/08/2012;6;4;71;Budget;45,57
25502;28/08/2012;6;4;73;Budget;165,56
25503;28/08/2012;6;4;74;Budget;227,1
25504;28/08/2012;6;4;76;Budget;194,64
25505;28/08/2012;6;4;77;Budget;250,22
25506;28/08/2012;6;4;78;Budget;126,94
25507;28/08/2012;6;4;80;Budget;202,87
25508;28/08/2012;6;4;81;Budget;126,85
25509;28/08/2012;6;4;82;Budget;27,47
25510;28/08/2012;6;4;83;Budget;95,49
25511;28/08/2012;6;4;84;Budget;51,12
25512;28/08/2012;6;4;85;Budget;40,31
25513;28/08/2012;6;4;87;Budget;405,58
25514;28/08/2012;6;4;89;Budget;179,6
25515;28/08/2012;6;4;90;Budget;176,96
25516;28/08/2012;6;4;91;Budget;-166,09
25517;28/08/2012;6;4;92;Budget;205,9
25518;28/09/2012;8;6;52;Actual;56135,46
25519;28/09/2012;8;6;53;Actual;12030,09
25520;28/09/2012;8;6;54;Actual;6958,79
25521;28/09/2012;8;6;56;Actual;167181,47
25522;28/09/2012;8;6;57;Actual;40095,77
25523;28/09/2012;8;6;60;Actual;49380,79
25524;28/09/2012;8;6;61;Actual;5067,84
25525;28/09/2012;8;6;62;Actual;4560,26
25526;28/09/2012;8;6;63;Actual;16039,26
25527;28/09/2012;8;6;65;Actual;599,58
25528;28/09/2012;8;6;66;Actual;545,03
25529;28/09/2012;8;6;67;Actual;273,81
25530;28/09/2012;8;6;68;Actual;205,63
25531;28/09/2012;8;6;69;Actual;61,69
25532;28/09/2012;8;6;71;Actual;88,96
25533;28/09/2012;8;6;72;Actual;802,61
25534;28/09/2012;8;6;73;Actual;364,72
25535;28/09/2012;8;6;74;Actual;619,27
25536;28/09/2012;8;6;76;Actual;7202,73
25537;28/09/2012;8;6;77;Actual;723,82
25538;28/09/2012;8;6;78;Actual;198,05
25539;28/09/2012;8;6;80;Actual;740,49
25540;28/09/2012;8;6;81;Actual;458,67
25541;28/09/2012;8;6;82;Actual;45,02
25542;28/09/2012;8;6;83;Actual;155,63
25543;28/09/2012;8;6;84;Actual;131,39
25544;28/09/2012;8;6;85;Actual;123,81
25545;28/09/2012;8;6;87;Actual;682,91
25546;28/09/2012;8;6;89;Actual;128,36
25547;28/09/2012;8;6;90;Actual;196,54
25548;28/09/2012;8;6;91;Actual;-154,98
25549;28/09/2012;8;6;92;Actual;261,69
25550;28/09/2012;8;6;94;Actual;89458,81
25551;28/09/2012;8;6;51;Actual;801926,63
25552;28/09/2012;7;6;52;Actual;2635
25553;28/09/2012;7;6;53;Actual;15814
25554;28/09/2012;7;6;54;Actual;3339
25555;28/09/2012;7;6;56;Actual;72414
25556;28/09/2012;7;6;57;Actual;32946
25557;28/09/2012;7;6;60;Actual;61594
25558;28/09/2012;7;6;61;Actual;6320
25559;28/09/2012;7;6;62;Actual;5056
25560;28/09/2012;7;6;63;Actual;7907
25561;28/09/2012;7;6;65;Actual;720
25562;28/09/2012;7;6;66;Actual;655
25563;28/09/2012;7;6;67;Actual;330
25564;28/09/2012;7;6;68;Actual;250
25565;28/09/2012;7;6;69;Actual;72
25566;28/09/2012;7;6;71;Actual;104
25567;28/09/2012;7;6;72;Actual;527
25568;28/09/2012;7;6;73;Actual;455
25569;28/09/2012;7;6;74;Actual;412
25570;28/09/2012;7;6;76;Actual;2686
25571;28/09/2012;7;6;77;Actual;927
25572;28/09/2012;7;6;78;Actual;277
25573;28/09/2012;7;6;80;Actual;1134
25574;28/09/2012;7;6;81;Actual;702
25575;28/09/2012;7;6;82;Actual;73
25576;28/09/2012;7;6;83;Actual;257
25577;28/09/2012;7;6;84;Actual;232
25578;28/09/2012;7;6;85;Actual;206
25579;28/09/2012;7;6;87;Actual;900
25580;28/09/2012;7;6;89;Actual;226
25581;28/09/2012;7;6;90;Actual;348
25582;28/09/2012;7;6;91;Actual;-278
25583;28/09/2012;7;6;92;Actual;464
25584;28/09/2012;7;6;94;Actual;26740
25585;28/09/2012;7;6;51;Actual;263574
25586;28/09/2012;3;6;52;Actual;33758
25587;28/09/2012;3;6;53;Actual;21701
25588;28/09/2012;3;6;54;Actual;3683
25589;28/09/2012;3;6;56;Actual;109446
25590;28/09/2012;3;6;57;Actual;36169
25591;28/09/2012;3;6;60;Actual;55614
25592;28/09/2012;3;6;61;Actual;5706
25593;28/09/2012;3;6;62;Actual;3994
25594;28/09/2012;3;6;63;Actual;14467
25595;28/09/2012;3;6;65;Actual;650
25596;28/09/2012;3;6;66;Actual;591
25597;28/09/2012;3;6;67;Actual;300
25598;28/09/2012;3;6;68;Actual;220
25599;28/09/2012;3;6;69;Actual;65
25600;28/09/2012;3;6;71;Actual;91
25601;28/09/2012;3;6;72;Actual;482
25602;28/09/2012;3;6;73;Actual;416
25603;28/09/2012;3;6;74;Actual;382
25604;28/09/2012;3;6;76;Actual;4358
25605;28/09/2012;3;6;77;Actual;900
25606;28/09/2012;3;6;78;Actual;254
25607;28/09/2012;3;6;80;Actual;966
25608;28/09/2012;3;6;81;Actual;598
25609;28/09/2012;3;6;82;Actual;58
25610;28/09/2012;3;6;83;Actual;202
25611;28/09/2012;3;6;84;Actual;168
25612;28/09/2012;3;6;85;Actual;161
25613;28/09/2012;3;6;87;Actual;900
25614;28/09/2012;3;6;89;Actual;164
25615;28/09/2012;3;6;90;Actual;252
25616;28/09/2012;3;6;91;Actual;-202
25617;28/09/2012;3;6;92;Actual;336
25618;28/09/2012;3;6;94;Actual;14372
25619;28/09/2012;3;6;51;Actual;482263
25620;28/09/2012;5;6;52;Actual;7595
25621;28/09/2012;5;6;53;Actual;22786
25622;28/09/2012;5;6;54;Actual;3201
25623;28/09/2012;5;6;56;Actual;78998
25624;28/09/2012;5;6;60;Actual;39961
25625;28/09/2012;5;6;61;Actual;4100
25626;28/09/2012;5;6;62;Actual;4100
25627;28/09/2012;5;6;63;Actual;8545
25628;28/09/2012;5;6;65;Actual;601
25629;28/09/2012;5;6;66;Actual;546
25630;28/09/2012;5;6;67;Actual;270
25631;28/09/2012;5;6;68;Actual;203
25632;28/09/2012;5;6;69;Actual;60
25633;28/09/2012;5;6;71;Actual;88
25634;28/09/2012;5;6;72;Actual;569
25635;28/09/2012;5;6;73;Actual;351
25636;28/09/2012;5;6;74;Actual;359
25637;28/09/2012;5;6;76;Actual;2877
25638;28/09/2012;5;6;77;Actual;668
25639;28/09/2012;5;6;78;Actual;170
25640;28/09/2012;5;6;80;Actual;638
25641;28/09/2012;5;6;81;Actual;395
25642;28/09/2012;5;6;82;Actual;38
25643;28/09/2012;5;6;83;Actual;131
25644;28/09/2012;5;6;84;Actual;108
25645;28/09/2012;5;6;85;Actual;105
25646;28/09/2012;5;6;87;Actual;608
25647;28/09/2012;5;6;89;Actual;140
25648;28/09/2012;5;6;90;Actual;216
25649;28/09/2012;5;6;91;Actual;-173
25650;28/09/2012;5;6;92;Actual;288
25651;28/09/2012;5;6;94;Actual;32769
25652;28/09/2012;5;6;51;Actual;379768
25653;28/09/2012;4;6;52;Actual;2579
25654;28/09/2012;4;6;53;Actual;11605
25655;28/09/2012;4;6;54;Actual;3498
25656;28/09/2012;4;6;56;Actual;44167
25657;28/09/2012;4;6;57;Actual;25790
25658;28/09/2012;4;6;60;Actual;37781
25659;28/09/2012;4;6;61;Actual;4652
25660;28/09/2012;4;6;62;Actual;2326
25661;28/09/2012;4;6;63;Actual;8382
25662;28/09/2012;4;6;65;Actual;287
25663;28/09/2012;4;6;66;Actual;261
25664;28/09/2012;4;6;67;Actual;135
25665;28/09/2012;4;6;68;Actual;99
25666;28/09/2012;4;6;69;Actual;29
25667;28/09/2012;4;6;71;Actual;46
25668;28/09/2012;4;6;72;Actual;335
25669;28/09/2012;4;6;73;Actual;205
25670;28/09/2012;4;6;74;Actual;200
25671;28/09/2012;4;6;76;Actual;1519
25672;28/09/2012;4;6;77;Actual;489
25673;28/09/2012;4;6;78;Actual;150
25674;28/09/2012;4;6;80;Actual;571
25675;28/09/2012;4;6;81;Actual;354
25676;28/09/2012;4;6;82;Actual;34
25677;28/09/2012;4;6;83;Actual;121
25678;28/09/2012;4;6;84;Actual;101
25679;28/09/2012;4;6;85;Actual;97
25680;28/09/2012;4;6;87;Actual;527
25681;28/09/2012;4;6;89;Actual;153
25682;28/09/2012;4;6;90;Actual;234
25683;28/09/2012;4;6;91;Actual;-187
25684;28/09/2012;4;6;92;Actual;313
25685;28/09/2012;4;6;94;Actual;16828
25686;28/09/2012;4;6;51;Actual;257906
25687;28/09/2012;6;6;52;Actual;4154
25688;28/09/2012;6;6;53;Actual;18695
25689;28/09/2012;6;6;54;Actual;862
25690;28/09/2012;6;6;56;Actual;53878
25691;28/09/2012;6;6;57;Actual;10386
25692;28/09/2012;6;6;60;Actual;21022
25693;28/09/2012;6;6;61;Actual;1941
25694;28/09/2012;6;6;62;Actual;1510
25695;28/09/2012;6;6;63;Actual;3490
25696;28/09/2012;6;6;65;Actual;230
25697;28/09/2012;6;6;66;Actual;209
25698;28/09/2012;6;6;67;Actual;106
25699;28/09/2012;6;6;68;Actual;79
25700;28/09/2012;6;6;69;Actual;23
25701;28/09/2012;6;6;71;Actual;34
25702;28/09/2012;6;6;72;Actual;174
25703;28/09/2012;6;6;73;Actual;152
25704;28/09/2012;6;6;74;Actual;151
25705;28/09/2012;6;6;76;Actual;869
25706;28/09/2012;6;6;77;Actual;333
25707;28/09/2012;6;6;78;Actual;105
25708;28/09/2012;6;6;80;Actual;425
25709;28/09/2012;6;6;81;Actual;263
25710;28/09/2012;6;6;82;Actual;27
25711;28/09/2012;6;6;83;Actual;95
25712;28/09/2012;6;6;84;Actual;85
25713;28/09/2012;6;6;85;Actual;76
25714;28/09/2012;6;6;87;Actual;340
25715;28/09/2012;6;6;89;Actual;198
25716;28/09/2012;6;6;90;Actual;305
25717;28/09/2012;6;6;91;Actual;-244
25718;28/09/2012;6;6;92;Actual;406
25719;28/09/2012;6;6;51;Actual;207726
25720;28/09/2012;11;6;52;Actual;5068,94
25721;28/09/2012;11;6;53;Actual;6516,84
25722;28/09/2012;11;6;54;Actual;75,23
25723;28/09/2012;11;6;56;Actual;19274,52
25724;28/09/2012;11;6;60;Actual;20993,7
25725;28/09/2012;11;6;61;Actual;1939,09
25726;28/09/2012;11;6;62;Actual;1508,23
25727;28/09/2012;11;6;63;Actual;1811,43
25728;28/09/2012;11;6;65;Actual;205,02
25729;28/09/2012;11;6;66;Actual;186,93
25730;28/09/2012;11;6;67;Actual;96,51
25731;28/09/2012;11;6;68;Actual;70,97
25732;28/09/2012;11;6;69;Actual;20,97
25733;28/09/2012;11;6;71;Actual;29,48
25734;28/09/2012;11;6;72;Actual;109,27
25735;28/09/2012;11;6;73;Actual;133,74
25736;28/09/2012;11;6;74;Actual;188
25737;28/09/2012;11;6;76;Actual;449,7
25738;28/09/2012;11;6;77;Actual;288
25739;28/09/2012;11;6;78;Actual;83,74
25740;28/09/2012;11;6;80;Actual;312,47
25741;28/09/2012;11;6;81;Actual;193,32
25742;28/09/2012;11;6;82;Actual;19,91
25743;28/09/2012;11;6;83;Actual;66,72
25744;28/09/2012;11;6;84;Actual;56,08
25745;28/09/2012;11;6;85;Actual;53,95
25746;28/09/2012;11;6;87;Actual;288
25747;28/09/2012;11;6;89;Actual;108,21
25748;28/09/2012;11;6;90;Actual;166,72
25749;28/09/2012;11;6;91;Actual;-132,22
25750;28/09/2012;11;6;92;Actual;222,04
25751;28/09/2012;11;6;94;Actual;2119,95
