SalesHeaderKey;SalesOrderNumber;OrderDate;DueDate;ShipDate;CustomerKey;RegionKey;DiscountAmount;TotalAmount;SalesAmount
2054;SO46045;29/10/2011;10/11/2011;05/11/2011;584;5;827,98;48909,53;48081,55
2127;SO46099;29/10/2011;10/11/2011;05/11/2011;45;5;493,58;14404,37;13910,79
2414;SO46350;29/11/2011;11/12/2011;06/12/2011;386;5;192,58;3427,42;3234,84
2238;SO43905;29/01/2011;10/02/2011;05/02/2011;612;5;198,46;9880,27;9681,81
2021;SO44102;01/03/2011;13/03/2011;08/03/2011;386;5;72,50;3513,94;3441,44
2066;SO44775;31/05/2011;12/06/2011;07/06/2011;525;5;48,60;2203,07;2154,47
2013;SO44802;31/05/2011;12/06/2011;07/06/2011;26;5;129,54;4811,53;4682,00
2349;SO45065;01/07/2011;13/07/2011;08/07/2011;549;5;521,44;24025,05;23503,61
2109;SO45288;01/08/2011;13/08/2011;08/08/2011;584;5;1041,86;29754,19;28712,33
2003;SO46361;29/11/2011;11/12/2011;06/12/2011;525;5;219,06;5529,90;5310,84
2081;SO43676;29/12/2010;10/01/2011;05/01/2011;17;5;144,90;14203,46;14058,56
2129;SO43900;29/01/2011;10/02/2011;05/02/2011;422;5;1220,02;34628,30;33408,28
2107;SO43902;29/01/2011;10/02/2011;05/02/2011;566;5;1685,58;52803,45;51117,87
2426;SO44132;01/03/2011;13/03/2011;08/03/2011;585;5;37,90;4049,99;4012,09
2033;SO44552;01/05/2011;13/05/2011;08/05/2011;566;5;3108,42;97915,41;94806,99
2164;SO44305;31/03/2011;12/04/2011;07/04/2011;676;5;551,78;18881,97;18330,19
2148;SO44319;31/03/2011;12/04/2011;07/04/2011;315;5;532,68;34250,36;33717,68
2200;SO44761;31/05/2011;12/06/2011;07/06/2011;567;5;2485,48;82101,98;79616,50
2219;SO44549;01/05/2011;13/05/2011;08/05/2011;422;5;2052,28;49037,84;46985,56
1984;SO44779;31/05/2011;12/06/2011;07/06/2011;368;5;770,90;32572,70;31801,80
2045;SO44799;31/05/2011;12/06/2011;07/06/2011;602;5;1024,94;40706,73;39681,79
2315;SO45075;01/07/2011;13/07/2011;08/07/2011;485;5;543,62;12231,26;11687,64
2168;SO45289;01/08/2011;13/08/2011;08/08/2011;99;5;960,34;39750,12;38789,78
2228;SO45779;29/09/2011;11/10/2011;06/10/2011;676;5;555,62;18031,60;17475,98
2213;SO45801;29/09/2011;11/10/2011;06/10/2011;27;5;1653,76;53423,57;51769,81
2225;SO46056;29/10/2011;10/11/2011;05/11/2011;278;5;3064,64;94327,00;91262,36
2051;SO46090;29/10/2011;10/11/2011;05/11/2011;566;5;3609,82;94303,88;90694,05
2076;SO43875;29/01/2011;10/02/2011;05/02/2011;278;5;4631,82;122744,17;118112,35
2300;SO44304;31/03/2011;12/04/2011;07/04/2011;27;5;1109,96;37499,55;36389,59
2222;SO44318;31/03/2011;12/04/2011;07/04/2011;485;5;358,20;21091,99;20733,79
2005;SO44798;31/05/2011;12/06/2011;07/06/2011;279;5;580,38;33438,77;32858,39
2295;SO45056;01/07/2011;13/07/2011;08/07/2011;17;5;612,24;38655,49;38043,25
2064;SO45061;01/07/2011;13/07/2011;08/07/2011;676;5;1908,06;73261,15;71353,09
2094;SO45076;01/07/2011;13/07/2011;08/07/2011;315;5;208,06;8164,00;7955,94
2197;SO45077;01/07/2011;13/07/2011;08/07/2011;27;5;659,82;18869,46;18209,64
2103;SO45300;01/08/2011;13/08/2011;08/08/2011;278;5;2559,06;89704,27;87145,21
2244;SO45327;01/08/2011;13/08/2011;08/08/2011;422;5;398,50;12176,36;11777,86
2153;SO45329;01/08/2011;13/08/2011;08/08/2011;566;5;2203,50;61800,99;59597,49
2032;SO45540;29/08/2011;10/09/2011;05/09/2011;567;5;890,74;42756,17;41865,43
1998;SO45574;29/08/2011;10/09/2011;05/09/2011;602;5;921,64;28078,58;27156,94
2246;SO45576;29/08/2011;10/09/2011;05/09/2011;279;5;131,34;8219,94;8088,60
2154;SO45796;29/09/2011;11/10/2011;06/10/2011;17;5;1587,58;59103,29;57515,71
2055;SO45814;29/09/2011;11/10/2011;06/10/2011;485;5;1067,76;33406,70;32338,94
2035;SO45815;29/09/2011;11/10/2011;06/10/2011;315;5;1016,92;32222,08;31205,16
2095;SO46047;29/10/2011;10/11/2011;05/11/2011;99;5;1022,42;46396,76;45374,34
2016;SO51147;28/12/2012;09/01/2013;04/01/2013;81;5;1235,32;57218,66;55983,34
2288;SO51831;28/01/2013;09/02/2013;04/02/2013;45;5;375,94;20403,59;20027,65
2067;SO53563;28/02/2013;12/03/2013;07/03/2013;170;5;2407,24;81433,17;79025,93
2068;SO55328;30/03/2013;11/04/2013;06/04/2013;81;5;646,56;31916,27;31269,71
2002;SO57064;30/04/2013;12/05/2013;07/05/2013;62;5;238,96;8436,52;8197,56
2101;SO58974;30/05/2013;11/06/2013;06/06/2013;90;5;919,84;34756,53;33836,69
2014;SO61228;30/06/2013;12/07/2013;07/07/2013;81;5;915,80;22489,32;21573,52
2000;SO61257;30/06/2013;12/07/2013;07/07/2013;404;5;296,60;9630,73;9334,13
2112;SO63124;31/07/2013;12/08/2013;07/08/2013;206;5;672,02;32382,31;31710,29
2118;SO63246;31/07/2013;12/08/2013;07/08/2013;45;5;427,42;10771,54;10344,12
1997;SO65248;29/08/2013;10/09/2013;05/09/2013;170;5;1807,46;58724,26;56916,80
2083;SO67349;29/09/2013;11/10/2013;06/10/2013;81;5;1093,76;36966,80;35873,04
2256;SO69394;29/10/2013;10/11/2013;05/11/2013;206;5;580,54;23316,25;22735,71
2007;SO69443;29/10/2013;10/11/2013;05/11/2013;62;5;438,36;13580,44;13142,08
2133;SO69465;29/10/2013;10/11/2013;05/11/2013;700;5;987,14;31001,68;30014,54
2194;SO43659;29/12/2010;10/01/2011;05/01/2011;676;5;543,00;20565,62;20022,62
2098;SO43694;29/12/2010;10/01/2011;05/01/2011;315;5;593,12;20645,63;20052,51
2183;SO43695;29/12/2010;10/01/2011;05/01/2011;27;5;1571,34;39373,78;37802,44
2108;SO43862;29/01/2011;10/02/2011;05/02/2011;99;5;935,92;31000,78;30064,86
2346;SO44098;01/03/2011;13/03/2011;08/03/2011;567;5;437,86;16374,90;15937,04
2144;SO44116;01/03/2011;13/03/2011;08/03/2011;368;5;457,26;20351,34;19894,08
1980;SO44128;01/03/2011;13/03/2011;08/03/2011;279;5;476,68;18542,17;18065,49
2088;SO44507;01/05/2011;13/05/2011;08/05/2011;99;5;1459,50;39244,31;37784,81
2447;SO45579;29/08/2011;10/09/2011;05/09/2011;585;5;133,14;4079,99;3946,85
2062;SO46088;29/10/2011;10/11/2011;05/11/2011;422;5;576,36;22497,23;21920,87
1990;SO57118;30/04/2013;12/05/2013;07/05/2013;63;5;996,38;30219,69;29223,31
2190;SO55331;30/03/2013;11/04/2013;06/04/2013;494;5;659,78;31319,18;30659,40
2340;SO59035;30/05/2013;11/06/2013;06/06/2013;368;5;91,62;6221,87;6130,25
2239;SO59076;30/05/2013;11/06/2013;06/06/2013;98;5;99,14;4331,35;4232,21
2099;SO63245;31/07/2013;12/08/2013;07/08/2013;63;5;748,96;25106,75;24357,79
2116;SO69452;29/10/2013;10/11/2013;05/11/2013;9;5;162,86;3370,67;3207,81
2180;SO63235;31/07/2013;12/08/2013;07/08/2013;422;5;60,20;3425,89;3365,69
2258;SO65246;29/08/2013;10/09/2013;05/09/2013;98;5;53,68;3005,95;2952,27
2199;SO65283;29/08/2013;10/09/2013;05/09/2013;368;5;99,24;3257,92;3158,68
2152;SO69419;29/10/2013;10/11/2013;05/11/2013;207;5;119,12;3773,28;3654,16
2261;SO69485;29/10/2013;10/11/2013;05/11/2013;99;5;128,58;3354,22;3225,64
2063;SO69510;29/10/2013;10/11/2013;05/11/2013;422;5;31,32;3874,06;3842,74
2343;SO71950;29/11/2013;11/12/2013;06/12/2013;98;5;79,22;3131,93;3052,71
2216;SO53551;28/02/2013;12/03/2013;07/03/2013;627;5;869,26;28629,65;27760,39
2072;SO71850;29/11/2013;11/12/2013;06/12/2013;477;5;229,86;7912,01;7682,15
2143;SO47053;29/01/2012;10/02/2012;05/02/2012;45;5;964,02;26628,09;25664,07
2165;SO48075;30/04/2012;12/05/2012;07/05/2012;45;5;462,76;18768,97;18306,21
2077;SO57017;30/04/2013;12/05/2013;07/05/2013;206;5;787,18;27729,58;26942,40
2160;SO57126;30/04/2013;12/05/2013;07/05/2013;45;5;933,42;25592,36;24658,94
2022;SO46630;29/12/2011;10/01/2012;05/01/2012;530;5;1032,60;35728,41;34695,81
2210;SO47026;29/01/2012;10/02/2012;05/02/2012;476;5;1430,38;41020,19;39589,81
1994;SO47726;30/03/2012;11/04/2012;06/04/2012;315;5;877,70;28595,81;27718,11
2091;SO48063;30/04/2012;12/05/2012;07/05/2012;566;5;992,88;36401,13;35408,25
2085;SO48395;30/05/2012;11/06/2012;06/06/2012;585;5;1125,28;32562,65;31437,37
2193;SO48730;30/06/2012;12/07/2012;07/07/2012;676;5;1036,06;35989,74;34953,68
2150;SO48734;30/06/2012;12/07/2012;07/07/2012;530;5;570,06;22956,32;22386,26
1987;SO48760;30/06/2012;12/07/2012;07/07/2012;315;5;376,70;21705,49;21328,79
2399;SO49064;31/07/2012;12/08/2012;07/08/2012;296;5;95,24;8158,24;8063,00
2283;SO49124;31/07/2012;12/08/2012;07/08/2012;476;5;1208,04;38994,12;37786,08
2141;SO49149;31/07/2012;12/08/2012;07/08/2012;566;5;795,32;23586,03;22790,71
2240;SO49170;31/07/2012;12/08/2012;07/08/2012;9;5;136,20;4085,41;3949,21
2046;SO49495;28/08/2012;09/09/2012;04/09/2012;585;5;1001,08;24248,44;23247,36
2167;SO49822;28/09/2012;10/10/2012;05/10/2012;676;5;848,58;32230,27;31381,69
2073;SO49836;28/09/2012;10/10/2012;05/10/2012;530;5;1087,06;45571,04;44483,98
2087;SO49869;28/09/2012;10/10/2012;05/10/2012;315;5;1263,60;38664,26;37400,66
1988;SO50293;28/10/2012;09/11/2012;04/11/2012;476;5;742,24;22980,56;22238,32
2195;SO50306;28/10/2012;09/11/2012;04/11/2012;566;5;623,50;32266,83;31643,33
2425;SO50752;28/11/2012;10/12/2012;05/12/2012;243;5;37,02;1295,99;1258,97
2050;SO50756;28/11/2012;10/12/2012;05/12/2012;585;5;1137,64;37658,73;36521,09
1989;SO43845;29/01/2011;10/02/2011;05/02/2011;206;5;115,62;8580,07;8464,45
2357;SO44801;31/05/2011;12/06/2011;07/06/2011;170;5;972,04;48156,21;47184,17
2176;SO45270;01/08/2011;13/08/2011;08/08/2011;206;5;1147,10;28770,61;27623,51
2119;SO45331;01/08/2011;13/08/2011;08/08/2011;612;5;608,94;20148,68;19539,74
2272;SO45577;29/08/2011;10/09/2011;05/09/2011;170;5;1515,00;58704,18;57189,18
2074;SO45805;29/09/2011;11/10/2011;06/10/2011;549;5;792,88;24604,66;23811,78
2080;SO46672;29/12/2011;10/01/2012;05/01/2012;81;5;1513,66;64513,39;62999,73
2071;SO48359;30/05/2012;11/06/2012;06/06/2012;90;5;2175,70;80478,30;78302,60
2364;SO50315;28/10/2012;09/11/2012;04/11/2012;45;5;720,92;18868,84;18147,92
2186;SO53474;28/02/2013;12/03/2013;07/03/2013;297;5;624,20;28431,53;27807,33
2157;SO53540;28/02/2013;12/03/2013;07/03/2013;477;5;152,74;8048,34;7895,60
2270;SO44493;01/05/2011;13/05/2011;08/05/2011;531;5;197,82;6476,09;6278,27
2377;SO45578;29/08/2011;10/09/2011;05/09/2011;26;5;88,68;3882,76;3794,08
2354;SO46345;29/11/2011;11/12/2011;06/12/2011;567;5;647,78;23917,03;23269,25
2110;SO46365;29/11/2011;11/12/2011;06/12/2011;368;5;165,44;5080,69;4915,25
2329;SO46383;29/11/2011;11/12/2011;06/12/2011;602;5;415,58;20581,57;20165,99
2163;SO46384;29/11/2011;11/12/2011;06/12/2011;279;5;377,58;16940,08;16562,50
2424;SO46389;29/11/2011;11/12/2011;06/12/2011;585;5;36,26;1700,00;1663,74
2123;SO51081;28/12/2012;09/01/2013;04/01/2013;676;5;1032,36;36828,43;35796,07
2417;SO51701;28/01/2013;09/02/2013;04/02/2013;80;5;70,90;2636,17;2565,27
2130;SO58987;30/05/2013;11/06/2013;06/06/2013;477;5;226,96;9710,00;9483,04
2442;SO59024;30/05/2013;11/06/2013;06/06/2013;44;5;160,56;5047,61;4887,05
2039;SO47454;29/02/2012;12/03/2012;07/03/2012;585;5;696,88;27463,49;26766,62
2124;SO47681;30/03/2012;11/04/2012;06/04/2012;530;5;840,74;28880,18;28039,44
2394;SO49460;28/08/2012;09/09/2012;04/09/2012;675;5;58,62;2186,53;2127,91
2096;SO69518;29/10/2013;10/11/2013;05/11/2013;63;5;1289,14;33669,84;32380,70
2061;SO46604;29/12/2011;10/01/2012;05/01/2012;676;5;1440,52;37182,68;35742,16
2134;SO46673;29/12/2011;10/01/2012;05/01/2012;315;5;947,72;28122,00;27174,28
2100;SO46991;29/01/2012;10/02/2012;05/02/2012;513;5;292,76;9803,57;9510,81
2174;SO47424;29/02/2012;12/03/2012;07/03/2012;368;5;494,96;12625,06;12130,10
2070;SO47449;29/02/2012;12/03/2012;07/03/2012;652;5;288,98;10719,34;10430,36
2207;SO48051;30/04/2012;12/05/2012;07/05/2012;476;5;1545,98;42754,99;41209,01
2079;SO48068;30/04/2012;12/05/2012;07/05/2012;612;5;83,48;2526,57;2443,09
2296;SO50307;28/10/2012;09/11/2012;04/11/2012;612;5;115,52;3279,93;3164,41
1981;SO50703;28/11/2012;10/12/2012;05/12/2012;90;5;1536,70;58150,23;56613,53
2053;SO51824;28/01/2013;09/02/2013;04/02/2013;63;5;1411,98;53327,40;51915,42
2237;SO69472;29/10/2013;10/11/2013;05/11/2013;449;5;33,58;963,22;929,64
2078;SO51718;28/01/2013;09/02/2013;04/02/2013;207;5;88,68;4754,36;4665,68
2172;SO53625;28/02/2013;12/03/2013;07/03/2013;98;5;89,42;2263,37;2173,95
2142;SO51760;28/01/2013;09/02/2013;04/02/2013;260;5;977,36;45750,87;44773,51
2106;SO53524;28/02/2013;12/03/2013;07/03/2013;611;5;1392,52;56845,09;55452,57
2314;SO53618;28/02/2013;12/03/2013;07/03/2013;351;5;153,66;3786,62;3632,96
2105;SO65207;29/08/2013;10/09/2013;05/09/2013;611;5;1403,72;36952,77;35549,05
1983;SO47693;30/03/2012;11/04/2012;06/04/2012;676;5;1287,94;33134,01;31846,07
2075;SO46631;29/12/2011;10/01/2012;05/01/2012;17;5;220,34;7409,43;7189,09
2084;SO47042;29/01/2012;10/02/2012;05/02/2012;566;5;1702,18;47431,18;45729,00
2082;SO51693;28/01/2013;09/02/2013;04/02/2013;206;5;992,52;33973,89;32981,37
2010;SO57088;30/04/2013;12/05/2013;07/05/2013;700;5;851,44;29131,94;28280,50
2041;SO65229;29/08/2013;10/09/2013;05/09/2013;675;5;119,84;4878,80;4758,96
2189;SO69502;29/10/2013;10/11/2013;05/11/2013;612;5;66,66;1815,15;1748,49
2137;SO71948;29/11/2013;11/12/2013;06/12/2013;170;5;1808,58;80450,38;78641,80
2224;SO43681;29/12/2010;10/01/2011;05/01/2011;423;5;442,64;13787,54;13344,90
2379;SO45543;29/08/2011;10/09/2011;05/09/2011;675;5;21,66;735,75;714,09
2395;SO46665;29/12/2011;10/01/2012;05/01/2012;387;5;13,76;367,88;354,12
2337;SO48343;30/05/2012;11/06/2012;06/06/2012;651;5;33,26;790,93;757,67
2251;SO50291;28/10/2012;09/11/2012;04/11/2012;152;5;3,10;607,00;603,90
2029;SO53530;28/02/2013;12/03/2013;07/03/2013;90;5;2638,70;76689,56;74050,86
2230;SO53568;28/02/2013;12/03/2013;07/03/2013;171;5;86,04;2615,94;2529,90
2334;SO63293;31/07/2013;12/08/2013;07/08/2013;260;5;892,72;24818,38;23925,66
2024;SO51780;28/01/2013;09/02/2013;04/02/2013;531;5;335,08;10596,68;10261,60
2047;SO46971;29/01/2012;10/02/2012;05/02/2012;207;5;755,44;15325,78;14570,34
2136;SO47040;29/01/2012;10/02/2012;05/02/2012;422;5;975,84;22386,78;21410,94
2206;SO48092;30/04/2012;12/05/2012;07/05/2012;9;5;5,32;235,27;229,95
1996;SO50701;28/11/2012;10/12/2012;05/12/2012;225;5;22,44;777,29;754,85
1986;SO51110;28/12/2012;09/01/2013;04/01/2013;17;5;320,58;6913,62;6593,04
2310;SO51758;28/01/2013;09/02/2013;04/02/2013;9;5;41,28;1301,83;1260,55
2173;SO51864;28/01/2013;09/02/2013;04/02/2013;422;5;124,16;3918,59;3794,43
2205;SO51874;28/01/2013;09/02/2013;04/02/2013;8;5;141,78;6898,46;6756,68
2008;SO53501;28/02/2013;12/03/2013;07/03/2013;675;5;38,40;1130,95;1092,55
2044;SO53575;28/02/2013;12/03/2013;07/03/2013;44;5;64,10;2183,64;2119,54
2359;SO55267;30/03/2013;11/04/2013;06/04/2013;27;5;6,14;109,79;103,65
2368;SO58989;30/05/2013;11/06/2013;06/06/2013;675;5;252,34;6632,89;6380,55
2048;SO69533;29/10/2013;10/11/2013;05/11/2013;476;5;1451,08;50674,22;49223,13
2446;SO51115;28/12/2012;09/01/2013;04/01/2013;27;5;115,08;2783,99;2668,91
2191;SO51746;28/01/2013;09/02/2013;04/02/2013;62;5;150,44;5467,25;5316,81
2147;SO57104;30/04/2013;12/05/2013;07/05/2013;531;5;175,20;5742,81;5567,61
2170;SO65210;29/08/2013;10/09/2013;05/09/2013;90;5;290,16;14534,72;14244,56
2217;SO65249;29/08/2013;10/09/2013;05/09/2013;171;5;73,48;8866,68;8793,20
2093;SO67331;29/09/2013;11/10/2013;06/10/2013;404;5;107,46;5148,20;5040,74
2018;SO69405;29/10/2013;10/11/2013;05/11/2013;441;5;196,20;5997,52;5801,32
2431;SO49886;28/09/2012;10/10/2012;05/10/2012;387;5;44,42;2932,02;2887,60
2345;SO51852;28/01/2013;09/02/2013;04/02/2013;296;5;171,18;4180,45;4009,27
2402;SO57072;30/04/2013;12/05/2013;07/05/2013;9;5;100,58;2639,38;2538,80
2322;SO57081;30/04/2013;12/05/2013;07/05/2013;296;5;90,54;2901,23;2810,69
2145;SO43693;29/12/2010;10/01/2011;05/01/2011;485;5;480,70;20541,41;20060,71
2274;SO44130;01/03/2011;13/03/2011;08/03/2011;602;5;1306,40;35411,00;34104,60
2052;SO44518;01/05/2011;13/05/2011;08/05/2011;278;5;4140,78;127100,00;122959,22
2319;SO44763;31/05/2011;12/06/2011;07/06/2011;675;5;85,62;3356,16;3270,54
2400;SO44786;31/05/2011;12/06/2011;07/06/2011;369;5;92,94;2342,11;2249,17
2179;SO45330;01/08/2011;13/08/2011;08/08/2011;63;5;1,42;69,08;67,66
2324;SO45337;01/08/2011;13/08/2011;08/08/2011;45;5;612,22;17669,03;17056,81
2362;SO45563;29/08/2011;10/09/2011;05/09/2011;369;5;97,20;4279,94;4182,74
2403;SO46373;29/11/2011;11/12/2011;06/12/2011;369;5;16,60;1619,52;1602,92
2159;SO46388;29/11/2011;11/12/2011;06/12/2011;26;5;52,36;2555,97;2503,61
2427;SO46962;29/01/2012;10/02/2012;05/02/2012;99;5;39,90;2485,70;2445,80
2380;SO47046;29/01/2012;10/02/2012;05/02/2012;612;5;172,32;3981,85;3809,53
2255;SO47406;29/02/2012;12/03/2012;07/03/2012;651;5;188,46;4709,20;4520,74
2158;SO47416;29/02/2012;12/03/2012;07/03/2012;90;5;2760,44;103862,69;101102,25
2056;SO47457;29/02/2012;12/03/2012;07/03/2012;98;5;246,50;4950,82;4704,32
2253;SO47684;30/03/2012;11/04/2012;06/04/2012;17;5;56,10;1692,41;1636,31
2260;SO47691;30/03/2012;11/04/2012;06/04/2012;628;5;0,88;40,37;39,49
2131;SO47993;30/04/2012;12/05/2012;07/05/2012;207;5;324,40;9138,34;8813,94
2017;SO48015;30/04/2012;12/05/2012;07/05/2012;513;5;85,30;3025,74;2940,44
2138;SO48062;30/04/2012;12/05/2012;07/05/2012;422;5;537,82;14288,71;13750,89
2042;SO48357;30/05/2012;11/06/2012;06/06/2012;225;5;1,16;246,46;245,30
2196;SO48365;30/05/2012;11/06/2012;06/06/2012;368;5;402,44;10081,00;9678,56
2128;SO48391;30/05/2012;11/06/2012;06/06/2012;652;5;134,02;3756,76;3622,74
2265;SO48398;30/05/2012;11/06/2012;06/06/2012;98;5;173,04;3711,17;3538,13
2214;SO48759;30/06/2012;12/07/2012;07/07/2012;17;5;43,94;1275,05;1231,11
2248;SO49121;31/07/2012;12/08/2012;07/08/2012;513;5;51,90;1320,63;1268,73
2355;SO49133;31/07/2012;12/08/2012;07/08/2012;135;5;221,30;10335,47;10114,17
2223;SO49145;31/07/2012;12/08/2012;07/08/2012;422;5;254,72;5054,60;4799,88
2125;SO49154;31/07/2012;12/08/2012;07/08/2012;612;5;2,88;577,78;574,90
2203;SO49487;28/08/2012;09/09/2012;04/09/2012;652;5;24,72;1366,22;1341,50
2208;SO49520;28/08/2012;09/09/2012;04/09/2012;98;5;19,84;2595,68;2575,84
2282;SO49524;28/08/2012;09/09/2012;04/09/2012;368;5;46,22;3916,32;3870,10
2025;SO49868;28/09/2012;10/10/2012;05/10/2012;17;5;46,26;1516,17;1469,91
2308;SO49873;28/09/2012;10/10/2012;05/10/2012;27;5;69,86;1269,83;1199,97
2305;SO50196;28/10/2012;09/11/2012;04/11/2012;449;5;10,26;598,07;587,81
2031;SO50212;28/10/2012;09/11/2012;04/11/2012;207;5;140,22;6675,77;6535,55
2317;SO50234;28/10/2012;09/11/2012;04/11/2012;9;5;28,54;517,21;488,67
2023;SO50279;28/10/2012;09/11/2012;04/11/2012;513;5;4,90;453,18;448,28
2155;SO50302;28/10/2012;09/11/2012;04/11/2012;422;5;209,62;11715,30;11505,68
2229;SO50740;28/11/2012;10/12/2012;05/12/2012;368;5;381,66;8961,52;8579,86
2249;SO50757;28/11/2012;10/12/2012;05/12/2012;652;5;53,18;1320,63;1267,45
2058;SO51158;28/12/2012;09/01/2013;04/01/2013;404;5;21,88;2510,18;2488,30
2182;SO51705;28/01/2013;09/02/2013;04/02/2013;441;5;164,92;5219,92;5055,00
2012;SO53595;28/02/2013;12/03/2013;07/03/2013;368;5;137,46;6770,30;6632,84
2040;SO55260;30/03/2013;11/04/2013;06/04/2013;17;5;339,16;8267,26;7928,10
2166;SO55313;30/03/2013;11/04/2013;06/04/2013;404;5;143,72;3845,32;3701,60
2156;SO57027;30/04/2013;12/05/2013;07/05/2013;441;5;191,28;7251,52;7060,24
2004;SO57039;30/04/2013;12/05/2013;07/05/2013;207;5;108,08;2679,40;2571,32
2323;SO57106;30/04/2013;12/05/2013;07/05/2013;449;5;72,20;1866,86;1794,66
2060;SO57149;30/04/2013;12/05/2013;07/05/2013;422;5;476,56;10780,34;10303,78
2304;SO61223;30/06/2013;12/07/2013;07/07/2013;17;5;58,44;1544,97;1486,53
2149;SO63130;31/07/2013;12/08/2013;07/08/2013;531;5;74,34;3870,30;3795,96
2001;SO63144;31/07/2013;12/08/2013;07/08/2013;441;5;167,94;3391,17;3223,23
2038;SO63189;31/07/2013;12/08/2013;07/08/2013;99;5;20,56;1702,88;1682,32
2227;SO63228;31/07/2013;12/08/2013;07/08/2013;62;5;230,50;8974,65;8744,15
2284;SO63270;31/07/2013;12/08/2013;07/08/2013;296;5;221,28;4340,67;4119,39
2243;SO67283;29/09/2013;11/10/2013;06/10/2013;17;5;19,80;592,75;572,95
2089;SO69474;29/10/2013;10/11/2013;05/11/2013;531;5;260,70;9900,42;9639,72
2028;SO71821;29/11/2013;11/12/2013;06/12/2013;675;5;81,58;4373,73;4292,15
2059;SO71942;29/11/2013;11/12/2013;06/12/2013;171;5;114,38;3460,72;3346,34
2404;SO44764;31/05/2011;12/06/2011;07/06/2011;386;5;106,68;2133,17;2026,49
2373;SO45544;29/08/2011;10/09/2011;05/09/2011;386;5;130,26;3391,55;3261,29
2111;SO46033;29/10/2011;10/11/2011;05/11/2011;531;5;223,70;4716,13;4492,43
2333;SO46349;29/11/2011;11/12/2011;06/12/2011;675;5;107,20;4292,33;4185,13
2318;SO44101;01/03/2011;13/03/2011;08/03/2011;675;5;158,94;9794,64;9635,70
2285;SO44565;01/05/2011;13/05/2011;08/05/2011;495;5;49,38;2162,01;2112,63
2412;SO45340;01/08/2011;13/08/2011;08/08/2011;495;5;84,14;2552,63;2468,49
2211;SO43903;29/01/2011;10/02/2011;05/02/2011;63;5;0,50;20,19;19,69
2185;SO44297;31/03/2011;12/04/2011;07/04/2011;17;5;376,08;10231,47;9855,39
2277;SO45312;01/08/2011;13/08/2011;08/08/2011;548;5;98,64;2345,73;2247,09
2326;SO46070;29/10/2011;10/11/2011;05/11/2011;548;5;2,68;758,08;755,40
2418;SO46329;29/11/2011;11/12/2011;06/12/2011;314;5;24,80;722,59;697,79
2121;SO46635;29/12/2011;10/01/2012;05/01/2012;628;5;51,16;2378,45;2327,29
2301;SO48067;30/04/2012;12/05/2012;07/05/2012;63;5;1,84;35,99;34,15
2263;SO48335;30/05/2012;11/06/2012;06/06/2012;675;5;26,46;983,15;956,69
2292;SO49044;31/07/2012;12/08/2012;07/08/2012;449;5;13,84;404,87;391,03
2363;SO49088;31/07/2012;12/08/2012;07/08/2012;62;5;233,26;5637,53;5404,27
2358;SO49148;31/07/2012;12/08/2012;07/08/2012;63;5;5,66;736,15;730,49
2226;SO49516;28/08/2012;09/09/2012;04/09/2012;602;5;1,36;1317,69;1316,33
2192;SO49835;28/09/2012;10/10/2012;05/10/2012;440;5;4,22;213,55;209,33
2271;SO49857;28/09/2012;10/10/2012;05/10/2012;117;5;1,02;44,99;43,97
2407;SO50273;28/10/2012;09/11/2012;04/11/2012;99;5;17,88;744,27;726,39
2231;SO50759;28/11/2012;10/12/2012;05/12/2012;98;5;63,58;1252,25;1188,67
2140;SO51816;28/01/2013;09/02/2013;04/02/2013;612;5;143,28;5195,85;5052,57
2161;SO55255;30/03/2013;11/04/2013;06/04/2013;440;5;4,54;677,68;673,14
2428;SO57175;30/04/2013;12/05/2013;07/05/2013;495;5;41,00;1020,59;979,59
2325;SO57190;30/04/2013;12/05/2013;07/05/2013;8;5;269,84;7405,40;7135,56
2020;SO59073;30/05/2013;11/06/2013;06/06/2013;171;5;121,12;2492,36;2371,24
2177;SO63234;31/07/2013;12/08/2013;07/08/2013;9;5;13,56;530,41;516,85
2409;SO67313;29/09/2013;11/10/2013;06/10/2013;27;5;18,84;809,76;790,92
2416;SO71883;29/11/2013;11/12/2013;06/12/2013;351;5;24,12;602,35;578,23
2381;SO46952;29/01/2012;10/02/2012;05/02/2012;524;5;8,82;165,23;156,41
2330;SO47044;29/01/2012;10/02/2012;05/02/2012;63;5;8,42;180,11;171,69
2331;SO49110;31/07/2012;12/08/2012;07/08/2012;99;5;3,08;141,62;138,54
2339;SO50303;28/10/2012;09/11/2012;04/11/2012;63;5;4,00;74,84;70,84
2335;SO69459;29/10/2013;10/11/2013;05/11/2013;296;5;3,46;72,89;69,43
2286;SO51107;28/12/2012;09/01/2013;04/01/2013;440;5;6,06;187,13;181,07
2351;SO59039;30/05/2013;11/06/2013;06/06/2013;467;5;4,90;149,87;144,97
2171;SO51799;28/01/2013;09/02/2013;04/02/2013;99;5;12,54;700,88;688,34
2422;SO49872;28/09/2012;10/10/2012;05/10/2012;603;5;33,14;600,26;567,12
2104;SO50723;28/11/2012;10/12/2012;05/12/2012;675;5;32,44;1531,71;1499,27
2391;SO55279;30/03/2013;11/04/2013;06/04/2013;153;5;12,46;323,99;311,53
2375;SO55281;30/03/2013;11/04/2013;06/04/2013;117;5;15,48;518,37;502,89
2361;SO63259;31/07/2013;12/08/2013;07/08/2013;152;5;6,28;323,99;317,71
