SalesDetailsKey;SalesHeaderKey;SalesOrderNumber;ProductKey;ProductSubcategoryKey;OrderQuantity;UnitPrice;ExtendedAmount
11830;3392;SO47006;366;17;3;647,994;1943,982
12210;2210;SO47026;366;17;3;647,994;1943,982
12634;2084;SO47042;364;17;3;647,994;1943,982
12749;191;SO47049;365;17;3;647,994;1943,982
12776;2981;SO47052;365;17;3;647,994;1943,982
13188;2455;SO47352;364;17;3;647,994;1943,982
13221;3369;SO47353;366;17;3;647,994;1943,982
13425;886;SO47359;365;17;3;647,994;1943,982
13774;2525;SO47378;366;17;3;647,994;1943,982
13811;1101;SO47380;364;17;3;647,994;1943,982
14185;1159;SO47399;364;17;3;647,994;1943,982
14199;357;SO47400;366;17;3;647,994;1943,982
14266;1565;SO47403;366;17;3;647,994;1943,982
14267;1565;SO47403;364;17;3;647,994;1943,982
14268;1565;SO47403;365;17;3;647,994;1943,982
14739;44;SO47435;364;17;3;647,994;1943,982
14812;325;SO47438;366;17;3;647,994;1943,982
15186;2039;SO47454;366;17;3;647,994;1943,982
15390;770;SO47662;366;17;3;647,994;1943,982
15471;2928;SO47664;365;17;3;647,994;1943,982
15744;234;SO47677;366;17;3;647,994;1943,982
16009;1983;SO47693;365;17;3;647,994;1943,982
16068;1268;SO47696;364;17;3;647,994;1943,982
16097;1503;SO47698;365;17;3;647,994;1943,982
16236;3010;SO47706;364;17;3;647,994;1943,982
16694;1994;SO47726;365;17;3;647,994;1943,982
16726;2965;SO47730;365;17;3;647,994;1943,982
16856;1518;SO47970;366;17;3;647,994;1943,982
16997;3021;SO47976;364;17;3;647,994;1943,982
17256;1745;SO47991;365;17;3;647,994;1943,982
17382;2711;SO47996;364;17;3;647,994;1943,982
17412;1496;SO47999;366;17;3;647,994;1943,982
17609;3257;SO48010;366;17;3;647,994;1943,982
18011;3367;SO48031;364;17;3;647,994;1943,982
18015;3367;SO48031;366;17;3;647,994;1943,982
18330;89;SO48049;364;17;3;647,994;1943,982
18435;1150;SO48053;365;17;3;647,994;1943,982
18618;2091;SO48063;366;17;3;647,994;1943,982
18619;2091;SO48063;364;17;3;647,994;1943,982
18779;112;SO48071;365;17;3;647,994;1943,982
19052;2541;SO48089;364;17;3;647,994;1943,982
19114;2618;SO48292;364;17;3;647,994;1943,982
19263;911;SO48299;365;17;3;647,994;1943,982
19567;2467;SO48318;364;17;3;647,994;1943,982
19901;812;SO48340;364;17;3;647,994;1943,982
19902;812;SO48340;366;17;3;647,994;1943,982
19939;473;SO48341;365;17;3;647,994;1943,982
19940;473;SO48341;364;17;3;647,994;1943,982
19988;1713;SO48347;364;17;3;647,994;1943,982
20000;1713;SO48347;365;17;3;647,994;1943,982
20068;1244;SO48350;365;17;3;647,994;1943,982
20091;835;SO48351;366;17;3;647,994;1943,982
20130;383;SO48356;366;17;3;647,994;1943,982
20301;423;SO48370;366;17;3;647,994;1943,982
20376;129;SO48375;365;17;3;647,994;1943,982
20469;315;SO48380;366;17;3;647,994;1943,982
20531;149;SO48384;364;17;3;647,994;1943,982
20594;3440;SO48389;366;17;3;647,994;1943,982
20734;2085;SO48395;364;17;3;647,994;1943,982
20769;163;SO48396;366;17;3;647,994;1943,982
20824;2193;SO48730;364;17;3;647,994;1943,982
20855;2150;SO48734;365;17;3;647,994;1943,982
21111;3102;SO48753;365;17;3;647,994;1943,982
21163;3235;SO48755;366;17;3;647,994;1943,982
21413;1086;SO48768;364;17;3;647,994;1943,982
21815;2551;SO49040;365;17;3;647,994;1943,982
21984;3441;SO49061;365;17;3;647,994;1943,982
22208;3312;SO49078;365;17;3;647,994;1943,982
22225;3084;SO49084;364;17;3;647,994;1943,982
22252;1247;SO49085;366;17;3;647,994;1943,982
22341;1444;SO49092;365;17;3;647,994;1943,982
22360;1444;SO49092;366;17;3;647,994;1943,982
22590;1459;SO49105;366;17;3;647,994;1943,982
22646;2980;SO49113;366;17;3;647,994;1943,982
22672;1704;SO49114;366;17;3;647,994;1943,982
22736;2946;SO49117;365;17;3;647,994;1943,982
22864;391;SO49125;366;17;3;647,994;1943,982
22929;3191;SO49129;364;17;3;647,994;1943,982
23388;2700;SO49166;365;17;3;647,994;1943,982
23608;1202;SO49467;366;17;3;647,994;1943,982
23618;1220;SO49468;364;17;3;647,994;1943,982
23775;396;SO49481;366;17;3;647,994;1943,982
23836;926;SO49484;366;17;3;647,994;1943,982
23837;926;SO49484;365;17;3;647,994;1943,982
24108;2612;SO49499;365;17;3;647,994;1943,982
24133;1005;SO49501;365;17;3;647,994;1943,982
24310;2503;SO49512;366;17;3;647,994;1943,982
24311;2503;SO49512;364;17;3;647,994;1943,982
24332;498;SO49515;364;17;3;647,994;1943,982
24429;3434;SO49521;364;17;3;647,994;1943,982
24490;669;SO49527;364;17;3;647,994;1943,982
24520;267;SO49532;365;17;3;647,994;1943,982
24799;1561;SO49826;364;17;3;647,994;1943,982
24946;146;SO49831;365;17;3;647,994;1943,982
25366;114;SO49851;366;17;3;647,994;1943,982
25367;114;SO49851;365;17;3;647,994;1943,982
25642;2087;SO49869;365;17;3;647,994;1943,982
25789;1088;SO49879;366;17;3;647,994;1943,982
25837;1088;SO49879;365;17;3;647,994;1943,982
26115;3052;SO49894;364;17;3;647,994;1943,982
26374;1682;SO50206;365;17;3;647,994;1943,982
26375;1682;SO50206;364;17;3;647,994;1943,982
26470;1463;SO50209;365;17;3;647,994;1943,982
26471;1463;SO50209;366;17;3;647,994;1943,982
26558;2673;SO50213;365;17;3;647,994;1943,982
26559;2673;SO50213;364;17;3;647,994;1943,982
26612;1538;SO50217;364;17;3;647,994;1943,982
26623;1538;SO50217;366;17;3;647,994;1943,982
26650;1536;SO50218;365;17;3;647,994;1943,982
26789;3276;SO50225;366;17;3;647,994;1943,982
26790;3276;SO50225;365;17;3;647,994;1943,982
26836;3276;SO50225;364;17;3;647,994;1943,982
27070;3402;SO50237;364;17;3;647,994;1943,982
27339;3301;SO50253;364;17;3;647,994;1943,982
27826;121;SO50292;366;17;3;647,994;1943,982
27852;1988;SO50293;366;17;3;647,994;1943,982
27878;134;SO50294;364;17;3;647,994;1943,982
27905;855;SO50295;365;17;3;647,994;1943,982
28483;3454;SO50662;366;17;3;647,994;1943,982
28605;947;SO50668;366;17;3;647,994;1943,982
28606;947;SO50668;364;17;3;647,994;1943,982
29012;850;SO50687;366;17;3;647,994;1943,982
29050;348;SO50688;366;17;3;647,994;1943,982
29312;550;SO50702;365;17;3;647,994;1943,982
29498;969;SO50716;366;17;3;647,994;1943,982
29537;546;SO50720;366;17;3;647,994;1943,982
29616;471;SO50724;365;17;3;647,994;1943,982
29735;3455;SO50728;365;17;3;647,994;1943,982
29867;529;SO50743;366;17;3;647,994;1943,982
30100;2050;SO50756;364;17;3;647,994;1943,982
39921;3371;SO55236;586;17;3;445,41;1336,23
39922;3371;SO55236;570;17;3;445,41;1336,23
39926;3371;SO55236;571;17;3;445,41;1336,23
40070;3762;SO55244;568;17;3;445,41;1336,23
40397;510;SO55256;565;17;3;445,41;1336,23
40398;510;SO55256;566;17;3;445,41;1336,23
40399;510;SO55256;567;17;3;445,41;1336,23
40514;810;SO55263;565;17;3;445,41;1336,23
40742;458;SO55276;568;17;3;445,41;1336,23
40840;50;SO55282;565;17;3;445,41;1336,23
40841;50;SO55282;566;17;3;445,41;1336,23
41005;3576;SO55293;572;17;3;445,41;1336,23
41147;1687;SO55299;586;17;3;445,41;1336,23
41148;1687;SO55299;569;17;3;445,41;1336,23
41149;1687;SO55299;585;17;3;445,41;1336,23
41341;3562;SO55309;586;17;3;445,41;1336,23
41607;3164;SO55329;572;17;3;445,41;1336,23
41650;3583;SO57012;586;17;3;445,41;1336,23
41790;830;SO57019;567;17;3;445,41;1336,23
41865;818;SO57024;567;17;3;445,41;1336,23
41866;818;SO57024;572;17;3;445,41;1336,23
41867;818;SO57024;566;17;3;445,41;1336,23
41907;1608;SO57026;565;17;3;445,41;1336,23
41908;1608;SO57026;570;17;3;445,41;1336,23
42172;2669;SO57041;586;17;3;445,41;1336,23
42404;3181;SO57054;568;17;3;445,41;1336,23
42449;3246;SO57058;586;17;3;445,41;1336,23
42777;2309;SO57074;566;17;3;445,41;1336,23
42778;2309;SO57074;568;17;3;445,41;1336,23
42793;3746;SO57075;570;17;3;445,41;1336,23
42794;3746;SO57075;566;17;3;445,41;1336,23
43052;2892;SO57087;586;17;3;445,41;1336,23
43053;2892;SO57087;572;17;3;445,41;1336,23
43218;1458;SO57099;572;17;3;445,41;1336,23
43219;1458;SO57099;566;17;3;445,41;1336,23
43220;1458;SO57099;569;17;3;445,41;1336,23
43587;3739;SO57127;586;17;3;445,41;1336,23
43662;362;SO57131;570;17;3;445,41;1336,23
43663;362;SO57131;566;17;3;445,41;1336,23
43664;362;SO57131;569;17;3;445,41;1336,23
43700;3577;SO57132;566;17;3;445,41;1336,23
43933;3209;SO57143;568;17;3;445,41;1336,23
43934;3209;SO57143;572;17;3;445,41;1336,23
44061;3285;SO57150;572;17;3;445,41;1336,23
44125;841;SO57154;586;17;3;445,41;1336,23
44345;681;SO57173;570;17;3;445,41;1336,23
44425;3432;SO57185;586;17;3;445,41;1336,23
44426;3432;SO57185;565;17;3;445,41;1336,23
44623;87;SO58907;585;17;3;445,41;1336,23
44643;87;SO58907;569;17;3;445,41;1336,23
44645;87;SO58907;570;17;3;445,41;1336,23
44679;3417;SO58908;572;17;3;445,41;1336,23
44869;3677;SO58915;571;17;3;445,41;1336,23
44870;3677;SO58915;565;17;3;445,41;1336,23
44871;3677;SO58915;566;17;3;445,41;1336,23
45088;3675;SO58922;569;17;3;445,41;1336,23
45089;3675;SO58922;585;17;3;445,41;1336,23
45130;2097;SO58924;586;17;3;445,41;1336,23
45131;2097;SO58924;567;17;3;445,41;1336,23
45155;1084;SO58925;585;17;3;445,41;1336,23
45156;1084;SO58925;568;17;3;445,41;1336,23
45384;1082;SO58932;572;17;3;445,41;1336,23
45730;1302;SO58956;586;17;3;445,41;1336,23
45731;1302;SO58956;569;17;3;445,41;1336,23
45781;848;SO58958;565;17;3;445,41;1336,23
45868;1712;SO58961;571;17;3;445,41;1336,23
45869;1712;SO58961;569;17;3;445,41;1336,23
45870;1712;SO58961;572;17;3;445,41;1336,23
45871;1712;SO58961;585;17;3;445,41;1336,23
45899;1637;SO58962;565;17;3;445,41;1336,23
45900;1637;SO58962;571;17;3;445,41;1336,23
45901;1637;SO58962;566;17;3;445,41;1336,23
46252;178;SO58979;569;17;3;445,41;1336,23
46253;178;SO58979;568;17;3;445,41;1336,23
46365;560;SO58984;586;17;3;445,41;1336,23
46442;2209;SO58993;585;17;3;445,41;1336,23
46549;3444;SO59008;571;17;3;445,41;1336,23
46550;3444;SO59008;567;17;3;445,41;1336,23
46631;2825;SO59012;585;17;3;445,41;1336,23
46654;2825;SO59012;571;17;3;445,41;1336,23
46655;2825;SO59012;566;17;3;445,41;1336,23
46656;2825;SO59012;568;17;3;445,41;1336,23
46960;3547;SO59028;570;17;3;445,41;1336,23
46961;3547;SO59028;571;17;3;445,41;1336,23
46962;3547;SO59028;567;17;3;445,41;1336,23
47080;2713;SO59040;566;17;3;445,41;1336,23
47104;3591;SO59044;585;17;3;445,41;1336,23
47118;3591;SO59044;565;17;3;445,41;1336,23
47119;3591;SO59044;572;17;3;445,41;1336,23
47120;3591;SO59044;567;17;3;445,41;1336,23
47219;1832;SO59059;572;17;3;445,41;1336,23
47635;3439;SO61175;586;17;3;445,41;1336,23
47815;209;SO61188;566;17;3;445,41;1336,23
47830;209;SO61188;586;17;3;445,41;1336,23
48286;3071;SO61219;572;17;3;445,41;1336,23
48520;1357;SO61232;568;17;3;445,41;1336,23
48563;3787;SO61237;569;17;3;445,41;1336,23
48726;1482;SO61244;569;17;3;445,41;1336,23
48727;1482;SO61244;567;17;3;445,41;1336,23
48728;1482;SO61244;586;17;3;445,41;1336,23
48890;3580;SO61263;569;17;3;445,41;1336,23
49039;1184;SO63128;571;17;3;445,41;1336,23
49208;1126;SO63140;570;17;3;445,41;1336,23
49256;1584;SO63148;568;17;3;445,41;1336,23
49324;2759;SO63152;565;17;3;445,41;1336,23
49328;2759;SO63152;572;17;3;445,41;1336,23
49520;3561;SO63171;565;17;3;445,41;1336,23
49522;3561;SO63171;566;17;3;445,41;1336,23
49523;3561;SO63171;570;17;3;445,41;1336,23
49623;804;SO63177;569;17;3;445,41;1336,23
49937;3183;SO63204;572;17;3;445,41;1336,23
49938;3183;SO63204;569;17;3;445,41;1336,23
49939;3183;SO63204;568;17;3;445,41;1336,23
50155;3527;SO63218;572;17;3;445,41;1336,23
50278;3686;SO63225;566;17;3;445,41;1336,23
50396;344;SO63240;571;17;3;445,41;1336,23
50413;3360;SO63241;568;17;3;445,41;1336,23
50880;3308;SO63284;585;17;3;445,41;1336,23
50950;658;SO63288;566;17;3;445,41;1336,23
51026;2334;SO63293;586;17;3;445,41;1336,23
51047;2882;SO65153;570;17;3;445,41;1336,23
51135;60;SO65157;585;17;3;445,41;1336,23
51236;693;SO65161;568;17;3;445,41;1336,23
51259;1253;SO65163;586;17;3;445,41;1336,23
51348;35;SO65168;572;17;3;445,41;1336,23
51362;3681;SO65172;569;17;3;445,41;1336,23
51578;3673;SO65182;567;17;3;445,41;1336,23
51651;1078;SO65189;565;17;3;445,41;1336,23
51652;1078;SO65189;568;17;3;445,41;1336,23
51653;1078;SO65189;572;17;3;445,41;1336,23
51810;3607;SO65201;569;17;3;445,41;1336,23
52045;776;SO65218;566;17;3;445,41;1336,23
52245;1699;SO65234;572;17;3;445,41;1336,23
52334;856;SO65238;565;17;3;445,41;1336,23
52352;856;SO65238;586;17;3;445,41;1336,23
52417;2169;SO65242;566;17;3;445,41;1336,23
52455;2919;SO65245;569;17;3;445,41;1336,23
52456;2919;SO65245;572;17;3;445,41;1336,23
52565;1580;SO65252;586;17;3;445,41;1336,23
52608;2939;SO65257;569;17;3;445,41;1336,23
52624;2939;SO65257;566;17;3;445,41;1336,23
52625;2939;SO65257;571;17;3;445,41;1336,23
52720;1524;SO65268;569;17;3;445,41;1336,23
52721;1524;SO65268;566;17;3;445,41;1336,23
52888;2638;SO65281;572;17;3;445,41;1336,23
52922;3480;SO65282;565;17;3;445,41;1336,23
52923;3480;SO65282;571;17;3;445,41;1336,23
52924;3480;SO65282;567;17;3;445,41;1336,23
52937;3298;SO65286;568;17;3;445,41;1336,23
52963;1933;SO65296;586;17;3;445,41;1336,23
53278;3449;SO67261;569;17;3;445,41;1336,23
53760;307;SO67279;570;17;3;445,41;1336,23
53761;307;SO67279;585;17;3;445,41;1336,23
54258;15;SO67305;570;17;3;445,41;1336,23
54527;1451;SO67321;572;17;3;445,41;1336,23
54533;1481;SO67322;569;17;3;445,41;1336,23
54534;1481;SO67322;585;17;3;445,41;1336,23
54567;1481;SO67322;566;17;3;445,41;1336,23
54583;3557;SO67324;569;17;3;445,41;1336,23
54704;3603;SO67329;565;17;3;445,41;1336,23
55115;1158;SO69397;586;17;3;445,41;1336,23
55116;1158;SO69397;566;17;3;445,41;1336,23
55142;779;SO69399;565;17;3;445,41;1336,23
55143;779;SO69399;585;17;3;445,41;1336,23
55252;1445;SO69406;585;17;3;445,41;1336,23
55531;1765;SO69421;570;17;3;445,41;1336,23
55749;3207;SO69435;572;17;3;445,41;1336,23
56058;3672;SO69449;572;17;3;445,41;1336,23
56125;3587;SO69454;569;17;3;445,41;1336,23
56520;1511;SO69475;570;17;3;445,41;1336,23
56896;244;SO69509;572;17;3;445,41;1336,23
56897;244;SO69509;569;17;3;445,41;1336,23
56949;626;SO69512;566;17;3;445,41;1336,23
57283;3317;SO69531;586;17;3;445,41;1336,23
57393;3263;SO69535;566;17;3;445,41;1336,23
57394;3263;SO69535;565;17;3;445,41;1336,23
57395;3263;SO69535;569;17;3;445,41;1336,23
57500;795;SO69540;570;17;3;445,41;1336,23
57651;3674;SO69550;570;17;3;445,41;1336,23
57982;151;SO71782;568;17;3;445,41;1336,23
58055;3377;SO71784;568;17;3;445,41;1336,23
58291;3679;SO71795;586;17;3;445,41;1336,23
58324;364;SO71796;586;17;3;445,41;1336,23
58660;845;SO71808;566;17;3;445,41;1336,23
58661;845;SO71808;586;17;3;445,41;1336,23
58773;1520;SO71818;566;17;3;445,41;1336,23
58877;3712;SO71822;568;17;3;445,41;1336,23
59133;1581;SO71833;570;17;3;445,41;1336,23
59134;1581;SO71833;571;17;3;445,41;1336,23
59173;1534;SO71835;585;17;3;445,41;1336,23
59174;1534;SO71835;567;17;3;445,41;1336,23
59175;1534;SO71835;570;17;3;445,41;1336,23
59176;1534;SO71835;571;17;3;445,41;1336,23
59292;1992;SO71839;568;17;3;445,41;1336,23
59456;1197;SO71847;572;17;3;445,41;1336,23
59666;291;SO71858;586;17;3;445,41;1336,23
59735;2113;SO71866;567;17;3;445,41;1336,23
59736;2113;SO71866;571;17;3;445,41;1336,23
60069;3543;SO71892;570;17;3;445,41;1336,23
60126;2865;SO71894;571;17;3;445,41;1336,23
60127;2865;SO71894;586;17;3;445,41;1336,23
60128;2865;SO71894;565;17;3;445,41;1336,23
60129;2865;SO71894;568;17;3;445,41;1336,23
60212;3460;SO71898;567;17;3;445,41;1336,23
60213;3460;SO71898;571;17;3;445,41;1336,23
60214;3460;SO71898;586;17;3;445,41;1336,23
60308;1784;SO71904;586;17;3;445,41;1336,23
60335;2706;SO71907;570;17;3;445,41;1336,23
60336;2706;SO71907;568;17;3;445,41;1336,23
60412;3551;SO71918;570;17;3;445,41;1336,23
60413;3551;SO71918;566;17;3;445,41;1336,23
60730;2877;SO71947;586;17;3;445,41;1336,23
30417;756;SO51092;384;17;3;672,294;2016,882
30493;1243;SO51096;390;17;3;672,294;2016,882
30695;2689;SO51105;390;17;3;672,294;2016,882
31094;40;SO51121;382;17;3;672,294;2016,882
31095;40;SO51121;390;17;3;672,294;2016,882
31162;552;SO51122;384;17;3;672,294;2016,882
31455;851;SO51132;382;17;3;672,294;2016,882
31884;2524;SO51151;386;17;3;672,294;2016,882
31979;19;SO51154;390;17;3;672,294;2016,882
31980;19;SO51154;386;17;3;672,294;2016,882
32013;3613;SO51155;382;17;3;672,294;2016,882
32379;2082;SO51693;388;17;3;672,294;2016,882
32380;2082;SO51693;386;17;3;672,294;2016,882
32765;125;SO51714;384;17;3;672,294;2016,882
33440;373;SO51745;386;17;3;672,294;2016,882
33971;3404;SO51771;386;17;3;672,294;2016,882
34074;185;SO51773;384;17;3;672,294;2016,882
34075;185;SO51773;390;17;3;672,294;2016,882
34161;2011;SO51775;386;17;3;672,294;2016,882
34463;808;SO51791;382;17;3;672,294;2016,882
34511;946;SO51793;382;17;3;672,294;2016,882
34512;946;SO51793;384;17;3;672,294;2016,882
35102;2555;SO51828;390;17;3;672,294;2016,882
35110;2555;SO51828;386;17;3;672,294;2016,882
35349;207;SO51836;388;17;3;672,294;2016,882
35432;1640;SO51838;384;17;3;672,294;2016,882
35476;883;SO51839;386;17;3;672,294;2016,882
35508;235;SO51842;384;17;3;672,294;2016,882
35759;111;SO51855;388;17;3;672,294;2016,882
35760;111;SO51855;382;17;3;672,294;2016,882
36219;1173;SO53456;386;17;3;672,294;2016,882
36220;1173;SO53456;384;17;3;672,294;2016,882
36451;1263;SO53464;386;17;3;672,294;2016,882
36461;1263;SO53464;382;17;3;672,294;2016,882
36462;1263;SO53464;384;17;3;672,294;2016,882
36463;1263;SO53464;388;17;3;672,294;2016,882
36653;2513;SO53471;388;17;3;672,294;2016,882
36713;3410;SO53472;386;17;3;672,294;2016,882
36790;3172;SO53475;382;17;3;672,294;2016,882
36791;3172;SO53475;386;17;3;672,294;2016,882
37198;3288;SO53497;390;17;3;672,294;2016,882
37199;3288;SO53497;382;17;3;672,294;2016,882
37905;2471;SO53526;382;17;3;672,294;2016,882
37906;2471;SO53526;388;17;3;672,294;2016,882
37983;2029;SO53530;390;17;3;672,294;2016,882
38250;451;SO53538;390;17;3;672,294;2016,882
38392;82;SO53546;390;17;3;672,294;2016,882
38418;2496;SO53548;382;17;3;672,294;2016,882
38648;3381;SO53562;390;17;3;672,294;2016,882
38649;3381;SO53562;382;17;3;672,294;2016,882
38650;3381;SO53562;386;17;3;672,294;2016,882
38700;2067;SO53563;386;17;3;672,294;2016,882
38701;2067;SO53563;390;17;3;672,294;2016,882
40060;831;SO55243;384;17;3;672,294;2016,882
40077;799;SO55245;384;17;3;672,294;2016,882
40078;799;SO55245;386;17;3;672,294;2016,882
40417;2461;SO55257;386;17;3;672,294;2016,882
40564;43;SO55264;390;17;3;672,294;2016,882
40811;922;SO55280;386;17;3;672,294;2016,882
40812;922;SO55280;384;17;3;672,294;2016,882
40931;1579;SO55286;382;17;3;672,294;2016,882
41013;2483;SO55294;382;17;3;672,294;2016,882
41302;3546;SO55305;390;17;3;672,294;2016,882
41303;3546;SO55305;388;17;3;672,294;2016,882
41304;3546;SO55305;384;17;3;672,294;2016,882
42198;382;SO57042;382;17;3;672,294;2016,882
42326;3192;SO57051;386;17;3;672,294;2016,882
42549;457;SO57062;382;17;3;672,294;2016,882
42821;2911;SO57076;390;17;3;672,294;2016,882
42964;272;SO57085;382;17;3;672,294;2016,882
43074;2010;SO57088;384;17;3;672,294;2016,882
43075;2010;SO57088;382;17;3;672,294;2016,882
43466;2560;SO57121;390;17;3;672,294;2016,882
43467;2560;SO57121;388;17;3;672,294;2016,882
43468;2560;SO57121;384;17;3;672,294;2016,882
43504;905;SO57122;390;17;3;672,294;2016,882
43568;2160;SO57126;386;17;3;672,294;2016,882
43892;2942;SO57141;384;17;3;672,294;2016,882
44165;52;SO57157;384;17;3;672,294;2016,882
44205;1661;SO57160;386;17;3;672,294;2016,882
44206;1661;SO57160;390;17;3;672,294;2016,882
44289;196;SO57168;382;17;3;672,294;2016,882
44378;3368;SO57179;382;17;3;672,294;2016,882
44379;3368;SO57179;390;17;3;672,294;2016,882
44891;1594;SO58916;384;17;3;672,294;2016,882
45059;2537;SO58921;390;17;3;672,294;2016,882
45206;3210;SO58927;382;17;3;672,294;2016,882
45641;2875;SO58950;382;17;3;672,294;2016,882
46352;103;SO58982;390;17;3;672,294;2016,882
47242;3394;SO59063;382;17;3;672,294;2016,882
47451;1982;SO59071;386;17;3;672,294;2016,882
47496;2879;SO59074;382;17;3;672,294;2016,882
47667;677;SO61178;390;17;3;672,294;2016,882
47841;2604;SO61189;382;17;3;672,294;2016,882
47905;492;SO61193;388;17;3;672,294;2016,882
48160;1957;SO61213;390;17;3;672,294;2016,882
48332;2838;SO61224;388;17;3;672,294;2016,882
48333;2838;SO61224;382;17;3;672,294;2016,882
48531;2608;SO61234;390;17;3;672,294;2016,882
48687;3598;SO61242;390;17;3;672,294;2016,882
48922;335;SO61264;382;17;3;672,294;2016,882
48923;335;SO61264;390;17;3;672,294;2016,882
48933;1446;SO61266;382;17;3;672,294;2016,882
48994;2112;SO63124;390;17;3;672,294;2016,882
49019;1068;SO63127;382;17;3;672,294;2016,882
49087;827;SO63132;386;17;3;672,294;2016,882
49165;984;SO63136;384;17;3;672,294;2016,882
49357;330;SO63155;390;17;3;672,294;2016,882
49358;330;SO63155;384;17;3;672,294;2016,882
49463;2948;SO63167;390;17;3;672,294;2016,882
49581;890;SO63174;382;17;3;672,294;2016,882
49582;890;SO63174;390;17;3;672,294;2016,882
49583;890;SO63174;384;17;3;672,294;2016,882
49600;3007;SO63175;382;17;3;672,294;2016,882
49698;271;SO63180;384;17;3;672,294;2016,882
49724;2034;SO63181;390;17;3;672,294;2016,882
49725;2034;SO63181;386;17;3;672,294;2016,882
49987;3202;SO63210;386;17;3;672,294;2016,882
50577;3464;SO63254;390;17;3;672,294;2016,882
50617;2457;SO63257;386;17;3;672,294;2016,882
50920;236;SO63285;390;17;3;672,294;2016,882
51107;873;SO65156;388;17;3;672,294;2016,882
51401;1012;SO65173;388;17;3;672,294;2016,882
51402;1012;SO65173;382;17;3;672,294;2016,882
51475;1546;SO65175;384;17;3;672,294;2016,882
51476;1546;SO65175;390;17;3;672,294;2016,882
51847;2473;SO65205;382;17;3;672,294;2016,882
52010;2595;SO65215;386;17;3;672,294;2016,882
52321;3015;SO65237;384;17;3;672,294;2016,882
52495;1997;SO65248;390;17;3;672,294;2016,882
52577;3282;SO65253;390;17;3;672,294;2016,882
52704;1338;SO65264;384;17;3;672,294;2016,882
52767;3395;SO65271;386;17;3;672,294;2016,882
52768;3395;SO65271;388;17;3;672,294;2016,882
52955;3662;SO65292;382;17;3;672,294;2016,882
53467;2925;SO67271;390;17;3;672,294;2016,882
53776;2514;SO67280;384;17;3;672,294;2016,882
53777;2514;SO67280;390;17;3;672,294;2016,882
53882;165;SO67287;382;17;3;672,294;2016,882
54034;311;SO67292;390;17;3;672,294;2016,882
54235;972;SO67304;384;17;3;672,294;2016,882
54624;199;SO67325;390;17;3;672,294;2016,882
54625;199;SO67325;384;17;3;672,294;2016,882
54667;2639;SO67327;390;17;3;672,294;2016,882
54975;2083;SO67349;386;17;3;672,294;2016,882
55072;2256;SO69394;382;17;3;672,294;2016,882
55362;190;SO69412;384;17;3;672,294;2016,882
55363;190;SO69412;386;17;3;672,294;2016,882
55364;190;SO69412;382;17;3;672,294;2016,882
55682;3262;SO69429;388;17;3;672,294;2016,882
55826;432;SO69441;386;17;3;672,294;2016,882
56218;875;SO69460;382;17;3;672,294;2016,882
56219;875;SO69460;390;17;3;672,294;2016,882
56230;3411;SO69461;388;17;3;672,294;2016,882
56248;3411;SO69461;382;17;3;672,294;2016,882
56361;2133;SO69465;388;17;3;672,294;2016,882
56398;367;SO69466;386;17;3;672,294;2016,882
56762;2520;SO69503;388;17;3;672,294;2016,882
56763;2520;SO69503;382;17;3;672,294;2016,882
56961;2065;SO69513;382;17;3;672,294;2016,882
56985;195;SO69515;384;17;3;672,294;2016,882
57110;800;SO69522;384;17;3;672,294;2016,882
57568;2995;SO69544;390;17;3;672,294;2016,882
57588;212;SO69545;388;17;3;672,294;2016,882
57589;212;SO69545;386;17;3;672,294;2016,882
58171;1484;SO71791;390;17;3;672,294;2016,882
58192;930;SO71792;386;17;3;672,294;2016,882
58201;930;SO71792;388;17;3;672,294;2016,882
58202;930;SO71792;390;17;3;672,294;2016,882
59263;2597;SO71837;390;17;3;672,294;2016,882
59264;2597;SO71837;384;17;3;672,294;2016,882
59384;2175;SO71844;390;17;3;672,294;2016,882
60572;3389;SO71938;388;17;3;672,294;2016,882
60785;2912;SO71949;384;17;3;672,294;2016,882
1396;143;SO44107;315;17;3;874,794;2624,382
2989;488;SO44545;315;17;3;874,794;2624,382
1089;293;SO43912;315;17;3;874,794;2624,382
545;345;SO43865;315;17;3;874,794;2624,382
3708;481;SO44770;315;17;3;874,794;2624,382
504;2204;SO43861;315;17;3;874,794;2624,382
599;2499;SO43871;315;17;3;874,794;2624,382
1232;966;SO44085;315;17;3;874,794;2624,382
3451;1156;SO44749;315;17;3;874,794;2624,382
1828;898;SO44288;315;17;3;874,794;2624,382
1901;1167;SO44295;315;17;3;874,794;2624,382
1158;1069;SO44077;315;17;3;874,794;2624,382
1066;1626;SO43911;315;17;3;874,794;2624,382
1502;2917;SO44114;315;17;3;874,794;2624,382
3229;1571;SO44563;315;17;3;874,794;2624,382
2110;2264;SO44309;315;17;3;874,794;2624,382
3363;2658;SO44742;315;17;3;874,794;2624,382
2726;3069;SO44522;315;17;3;874,794;2624,382
3165;2923;SO44559;315;17;3;874,794;2624,382
4669;893;SO45284;315;17;3;874,794;2624,382
4701;2109;SO45288;315;17;3;874,794;2624,382
4747;170;SO45291;315;17;3;874,794;2624,382
5110;608;SO45322;315;17;3;874,794;2624,382
5206;2119;SO45331;315;17;3;874,794;2624,382
5271;2324;SO45337;315;17;3;874,794;2624,382
5503;889;SO45527;315;17;3;874,794;2624,382
